ID;SIC2008;Regions;Periods;InvestmentsInTangibleFixedAssets_1;Land_2;CorporateBuildings_3;NetworkInfrastructure_4;MeansOfTransport_5;ComputerHardwarePeripheralEquipment_6;MachineryAndInstallations_7;OtherTangibleFixedAssets_8
963;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2012;;;;;;;;
964;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2013;222.02;5.92;51.93;1.53;40.59;10.76;79.85;31.45
965;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2014;;;;;;;;
966;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2015;314.28;14.71;106.4;0.97;50.12;14.22;72.14;55.73
967;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2016;220.72;6.63;64.65;1.04;52.19;12.41;38.28;45.53
968;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2017;253.93;15.03;80.36;2.31;52.51;12.5;39.19;52.03
969;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2018;214.56;8.73;70.66;1.39;46.65;11.97;33.36;41.8
970;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2019;;;;;;;;
971;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2020;236.29;8.28;78.86;2.32;52.06;10.82;38.65;45.27
972;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2021;292.85;17.48;97.78;2.33;48.49;12.0;43.97;70.75
973;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2022;348.13;9.41;117.39;2.78;63.6;17.55;57.9;79.45
974;G+I Trade, hotels, restaurants, bars;Fryslân (PV);2023;;;;;;;;
975;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2009;144.47;3.25;39.47;2.6;20.39;9.93;38.4;30.43
976;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2010;117.7;1.63;36.35;1.02;17.47;5.15;20.99;35.08
977;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2011;;;;;;;;
978;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2012;144.71;4.63;37.77;1.05;24.23;12.55;27.73;36.75
979;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2013;;;;;;;;
980;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2014;120.25;2.45;33.57;0.65;23.56;8.53;17.93;33.56
981;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2015;119.82;3.87;36.81;0.77;23.74;8.13;25.02;21.48
982;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2016;143.92;2.68;37.2;0.82;36.6;9.83;25.7;31.1
983;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2017;165.79;5.35;41.73;1.22;36.14;9.11;26.5;45.73
984;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2018;175.45;8.45;60.41;1.32;29.33;8.39;26.8;40.75
985;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2019;;;;;;;;
986;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2020;220.23;7.64;82.09;3.0;32.55;19.04;34.54;41.34
987;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2021;230.66;4.85;71.08;4.94;53.17;10.72;45.96;39.91
988;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2022;265.58;6.08;88.45;1.3;56.37;11.22;55.87;46.26
989;G+I Trade, hotels, restaurants, bars;Drenthe (PV);2023;;;;;;;;
990;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2009;368.23;9.07;121.08;4.25;61.1;20.41;82.17;70.15
991;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2010;293.73;17.2;84.85;3.0;48.44;15.61;54.65;69.98
992;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2011;380.02;13.29;108.07;4.31;68.27;27.29;81.79;77.0
993;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2012;;;;;;;;
994;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2013;352.43;7.66;113.67;3.38;68.0;23.53;66.88;69.32
995;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2014;342.71;8.28;92.5;11.01;71.15;28.97;58.48;72.31
996;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2015;471.76;28.85;127.68;1.85;78.65;29.91;110.61;94.21
997;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2016;452.38;18.36;128.89;2.81;106.99;30.55;67.66;97.12
998;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2017;557.52;17.64;226.17;2.57;94.75;27.34;89.33;99.72
999;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2018;;;;;;;;
1000;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2019;549.73;25.39;152.84;2.98;118.18;27.55;126.61;96.17
1001;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2020;571.31;31.28;154.28;2.84;174.49;25.31;98.92;84.14
1002;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2021;641.5;18.64;209.41;2.64;142.65;29.73;124.98;113.38
1003;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2022;707.55;24.98;200.45;2.85;179.67;36.01;145.56;117.96
1004;G+I Trade, hotels, restaurants, bars;Overijssel (PV);2023;;;;;;;;
1005;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2009;160.02;5.08;54.4;2.27;15.03;11.3;36.32;35.63
1006;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2010;127.39;7.09;45.53;0.93;14.12;6.14;25.61;27.97
1007;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2011;158.31;1.41;42.16;2.54;19.68;10.72;50.47;31.32
1008;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2012;;;;;;;;
1009;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2013;171.77;1.7;29.68;1.04;23.91;10.44;46.78;58.22
1010;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2014;203.0;2.42;42.06;0.65;25.47;10.81;61.11;60.47
1011;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2015;170.4;5.52;33.34;0.49;23.29;12.23;41.49;54.04
1012;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2016;;;;;;;;
1013;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2017;;;;;;;;
1014;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2018;;;;;;;;
1015;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2019;188.53;6.32;54.74;2.37;26.13;11.14;57.57;30.26
1016;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2020;260.08;6.72;113.45;1.14;25.64;11.32;53.61;48.18
1017;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2021;248.63;3.57;61.83;1.21;44.34;14.92;65.24;57.51
1018;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2022;370.14;14.88;119.25;1.06;52.14;16.55;83.48;82.76
1019;G+I Trade, hotels, restaurants, bars;Flevoland (PV);2023;;;;;;;;
1020;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2009;732.01;14.14;210.89;9.39;139.67;42.64;170.57;144.72
1021;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2010;570.54;9.43;155.4;4.15;111.91;36.63;108.45;144.57
1022;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2011;749.92;15.13;184.02;10.44;159.48;49.43;151.17;180.25
1023;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2012;708.92;23.92;188.48;5.76;152.17;50.21;125.12;163.27
1024;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2013;704.56;18.91;193.81;12.31;172.24;49.93;131.12;126.23
1025;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2014;750.75;40.23;192.61;3.19;175.97;65.77;135.35;137.63
1026;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2015;788.0;30.74;189.67;5.74;222.74;56.21;153.76;129.15
1027;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2016;805.08;33.52;202.13;3.77;206.3;50.54;160.39;148.44
1028;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2017;903.51;31.72;240.89;5.72;206.26;56.06;176.83;186.04
1029;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2018;1034.21;34.25;294.41;6.48;288.41;54.42;172.8;183.44
1030;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2019;1117.46;45.01;352.82;7.78;302.2;58.4;168.06;183.19
1031;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2020;1164.49;40.09;333.11;4.0;356.98;57.95;175.63;196.63
1032;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2021;1221.74;29.91;325.02;11.81;322.54;67.42;229.85;235.08
1033;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2022;1387.52;56.06;394.86;9.78;340.48;70.44;242.1;273.67
1034;G+I Trade, hotels, restaurants, bars;Gelderland (PV);2023;;;;;;;;
1035;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2009;482.13;12.66;116.41;8.15;75.81;36.9;110.93;121.26
1036;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2010;;;;;;;;
1037;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2011;535.17;13.67;135.53;2.54;75.7;51.67;91.14;164.93
1038;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2012;441.54;11.21;108.64;1.49;87.29;41.91;76.5;114.52
1039;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2013;422.99;10.04;108.15;1.86;77.75;39.92;78.38;106.88
1040;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2014;538.46;42.16;143.98;9.26;120.87;43.87;80.44;97.87
1041;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2015;557.58;35.84;170.65;2.14;92.01;39.41;115.33;102.21
1042;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2016;;;;;;;;
1043;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2017;668.78;21.85;240.78;2.86;120.84;41.42;109.68;131.35
1044;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2018;;;;;;;;
1045;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2019;850.56;24.96;251.32;2.29;191.44;64.49;129.28;186.77
1046;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2020;804.58;26.92;212.37;0.94;164.16;89.15;150.77;160.2
1047;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2021;978.19;13.71;255.29;2.4;186.51;101.44;248.56;170.21
1048;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2022;1224.84;21.69;347.1;2.3;209.51;94.8;335.35;214.02
1049;G+I Trade, hotels, restaurants, bars;Utrecht (PV);2023;;;;;;;;
1050;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2009;1072.47;14.41;303.05;10.83;125.46;91.56;254.1;273.06
1051;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2010;1055.32;22.02;319.84;9.62;107.23;86.57;210.81;299.23
1052;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2011;1379.11;27.44;381.09;12.04;178.88;143.53;271.01;365.11
1053;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2012;1066.34;20.35;290.22;3.28;130.36;127.53;186.16;308.44
1054;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2013;1058.19;17.05;311.21;10.09;149.64;110.28;182.85;277.07
1055;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2014;1193.41;27.49;394.64;8.49;173.5;111.27;193.99;284.03
1056;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2015;1255.25;45.99;382.02;3.19;191.27;139.42;213.06;280.29
1057;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2016;1440.79;46.97;493.77;6.77;189.23;128.08;209.08;366.89
1058;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2017;1684.95;33.87;582.26;4.31;301.1;113.33;270.65;379.42
1059;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2018;1703.55;55.07;566.89;6.23;251.25;179.21;227.57;417.33
1060;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2019;1877.46;30.77;602.75;5.38;270.38;154.84;352.95;460.39
1061;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2020;1691.48;30.82;565.28;3.17;236.21;139.44;295.27;421.13
1062;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2021;1947.09;39.53;649.4;14.52;344.37;149.93;296.08;453.11
1063;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2022;2095.96;40.81;645.67;9.62;321.33;166.85;390.98;520.51
1064;G+I Trade, hotels, restaurants, bars;Noord-Holland (PV);2023;;;;;;;;
1065;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2009;1149.76;15.68;279.67;14.03;174.28;66.51;344.86;254.74
1066;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2010;1168.66;47.19;236.48;8.68;310.76;66.41;238.74;260.41
1067;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2011;1419.52;56.72;366.36;10.01;198.71;87.5;377.96;322.26
1068;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2012;1177.49;37.16;320.11;5.34;193.98;97.51;238.53;284.85
1069;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2013;1228.22;48.59;356.4;12.27;195.89;98.15;255.97;260.95
1070;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2014;1186.97;32.33;304.55;3.76;204.17;87.02;293.27;261.87
1071;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2015;1280.73;46.33;322.87;3.85;221.52;91.23;269.59;325.33
1072;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2016;1417.71;51.05;451.26;7.42;214.65;96.04;295.26;302.03
1073;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2017;1428.31;47.24;401.61;10.64;242.7;96.56;330.45;299.11
1074;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2018;1534.11;73.51;529.88;6.39;233.73;94.9;311.98;283.74
1075;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2019;1655.76;65.84;514.06;9.24;272.43;94.15;391.78;308.25
1076;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2020;2095.07;53.12;745.25;3.67;255.86;102.01;555.38;379.62
1077;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2021;1891.53;51.18;569.96;8.19;279.92;103.71;514.96;363.43
1078;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2022;2104.49;57.31;645.22;10.13;293.54;113.06;595.11;389.9
1079;G+I Trade, hotels, restaurants, bars;Zuid-Holland (PV);2023;;;;;;;;
1080;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2009;135.19;2.84;45.7;3.64;17.11;5.38;33.59;26.93
1081;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2010;;;;;;;;
1082;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2011;151.45;3.35;39.02;5.89;20.4;5.39;44.57;32.82
1083;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2012;159.39;5.36;51.16;2.5;20.96;8.99;35.94;34.47
1084;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2013;162.91;5.23;62.96;4.66;22.94;7.03;35.79;24.31
1085;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2014;143.25;6.43;38.64;1.77;23.91;8.08;42.44;21.98
1086;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2015;154.37;6.05;55.96;1.76;25.24;8.43;28.73;28.21
1087;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2016;;;;;;;;
1088;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2017;191.35;14.92;67.95;2.06;29.4;8.36;30.6;38.07
1089;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2018;207.54;11.91;82.59;2.42;32.65;7.8;34.9;35.28
1090;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2019;307.2;5.81;145.04;3.63;32.96;9.07;42.47;68.22
1091;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2020;224.39;5.42;83.48;3.11;32.93;7.97;41.38;50.08
1092;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2021;233.81;5.33;81.45;2.32;31.43;8.19;48.55;56.51
1093;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2022;273.81;11.86;94.88;2.39;36.13;9.09;53.78;65.65
1094;G+I Trade, hotels, restaurants, bars;Zeeland (PV);2023;;;;;;;;
1095;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2009;869.63;18.68;229.74;11.08;148.33;67.11;194.59;200.1
1096;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2010;791.19;11.34;190.71;14.33;125.43;49.76;183.2;216.42
1097;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2011;1098.58;38.61;268.59;28.95;183.47;77.39;262.33;239.24
1098;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2012;;;;;;;;
1099;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2013;844.35;36.09;226.88;15.3;158.0;66.55;168.66;172.86
1100;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2014;829.23;28.5;239.62;6.89;151.55;67.34;150.25;185.08
1101;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2015;1067.54;42.78;328.75;8.44;194.78;75.22;194.23;223.34
1102;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2016;1137.99;45.96;322.71;6.21;207.07;86.38;232.68;236.99
1103;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2017;1376.03;52.93;452.81;10.02;232.79;82.25;272.78;272.44
1104;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2018;1289.22;64.95;395.99;22.9;239.45;74.34;245.79;245.8
1105;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2019;1444.85;43.95;474.55;8.58;264.17;74.31;295.05;284.23
1106;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2020;1451.11;58.89;504.37;4.47;225.77;131.31;281.09;245.09
1107;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2021;1538.0;40.42;494.21;6.63;232.57;157.19;314.2;292.63
1108;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2022;1649.18;59.71;486.87;6.15;259.03;123.76;392.13;321.37
1109;G+I Trade, hotels, restaurants, bars;Noord-Brabant (PV);2023;;;;;;;;
1110;G+I Trade, hotels, restaurants, bars;Limburg (PV);2009;345.73;6.63;98.87;4.27;45.35;18.23;85.01;87.37
1111;G+I Trade, hotels, restaurants, bars;Limburg (PV);2010;293.61;3.54;77.11;13.77;37.9;15.62;71.81;73.85
1112;G+I Trade, hotels, restaurants, bars;Limburg (PV);2011;;;;;;;;
1113;G+I Trade, hotels, restaurants, bars;Limburg (PV);2012;323.39;7.85;90.85;2.59;47.8;28.02;62.33;83.95
1114;G+I Trade, hotels, restaurants, bars;Limburg (PV);2013;351.24;17.45;108.58;4.45;57.39;25.98;58.87;78.52
1115;G+I Trade, hotels, restaurants, bars;Limburg (PV);2014;375.29;25.68;116.27;2.44;51.82;28.85;73.56;76.68
1116;G+I Trade, hotels, restaurants, bars;Limburg (PV);2015;;;;;;;;
1117;G+I Trade, hotels, restaurants, bars;Limburg (PV);2016;383.01;15.5;105.71;1.59;71.79;33.08;73.04;82.3
1118;G+I Trade, hotels, restaurants, bars;Limburg (PV);2017;527.16;20.7;191.38;2.52;74.16;35.32;80.64;122.44
1119;G+I Trade, hotels, restaurants, bars;Limburg (PV);2018;426.62;15.73;134.14;4.2;63.18;36.47;78.22;94.69
1120;G+I Trade, hotels, restaurants, bars;Limburg (PV);2019;457.4;16.2;152.09;2.44;62.36;33.48;97.44;93.38
1121;G+I Trade, hotels, restaurants, bars;Limburg (PV);2020;502.29;20.09;183.07;1.36;63.64;33.78;116.79;83.51
1122;G+I Trade, hotels, restaurants, bars;Limburg (PV);2021;546.59;12.76;161.39;2.74;86.74;34.53;136.51;111.86
1123;G+I Trade, hotels, restaurants, bars;Limburg (PV);2022;616.46;18.07;184.12;2.21;72.53;42.51;176.56;120.4
1124;G+I Trade, hotels, restaurants, bars;Limburg (PV);2023;;;;;;;;
1125;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2009;10.07;0.08;1.65;0.17;1.93;0.58;3.0;2.65
1126;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2010;0.03;0.0;0.01;0.0;0.01;0.0;0.01;0.01
1127;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2011;;;;;;;;
1128;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2012;;;;;;;;
1129;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2013;;;;;;;;
1130;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2014;;;;;;;;
1131;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2015;;;;;;;;
1132;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2016;;;;;;;;
1133;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2017;;;;;;;;
1134;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2018;;;;;;;;
1135;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2019;44.08;6.63;12.06;3.24;0.1;0.02;14.53;7.49
1136;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2020;;;;;;;;
1137;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2021;;;;;;;;
1138;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2022;;;;;;;;
1139;G+I Trade, hotels, restaurants, bars;Unclassifiable (PV);2023;;;;;;;;
1140;G-I Trade, transport, hotels, catering;The Netherlands;2009;11089.02;205.0;2210.9;738.37;3531.78;478.33;2313.61;1611.03
1141;G-I Trade, transport, hotels, catering;The Netherlands;2010;10717.61;205.26;1764.34;1148.54;3179.84;403.72;2288.49;1727.42
1142;G-I Trade, transport, hotels, catering;The Netherlands;2011;13371.51;365.59;2357.69;1113.06;3829.76;593.2;3209.36;1902.85
1143;G-I Trade, transport, hotels, catering;The Netherlands;2012;11967.6;385.93;2104.09;1732.12;3429.41;626.22;1956.25;1733.59
1144;G-I Trade, transport, hotels, catering;The Netherlands;2013;11718.4;374.24;2138.74;1711.03;3488.61;568.46;1894.89;1542.43
1145;G-I Trade, transport, hotels, catering;The Netherlands;2014;11107.26;275.49;2080.41;1460.19;3026.57;591.43;2136.06;1537.11
1146;G-I Trade, transport, hotels, catering;The Netherlands;2015;13587.94;380.57;2554.53;1632.28;3685.86;667.8;3012.14;1654.75
1147;G-I Trade, transport, hotels, catering;The Netherlands;2016;14168.12;393.5;2764.02;1502.17;4541.05;680.77;2322.45;1964.17
1148;G-I Trade, transport, hotels, catering;The Netherlands;2017;14575.47;431.96;3251.06;861.82;4719.84;653.33;2567.05;2090.42
1149;G-I Trade, transport, hotels, catering;The Netherlands;2018;14382.39;502.8;3317.1;959.08;4523.2;724.83;2410.47;1944.91
1150;G-I Trade, transport, hotels, catering;The Netherlands;2019;16301.2;402.61;3752.99;1224.91;4852.65;731.2;3103.15;2233.7
1151;G-I Trade, transport, hotels, catering;The Netherlands;2020;15758.8;412.89;3963.04;1257.28;4161.6;797.01;3009.19;2156.77
1152;G-I Trade, transport, hotels, catering;The Netherlands;2021;17303.36;369.4;3754.52;1286.24;4946.01;873.61;3219.97;2852.51
1153;G-I Trade, transport, hotels, catering;The Netherlands;2022;19566.36;484.37;4369.19;1062.58;6378.69;941.16;3456.85;2872.25
1154;G-I Trade, transport, hotels, catering;The Netherlands;2023;;;;;;;;
1155;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2009;818.71;15.97;173.48;36.06;327.29;31.94;122.53;111.45
1156;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2010;655.18;14.67;123.25;38.23;246.69;19.9;95.23;117.21
1157;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2011;648.11;10.66;132.22;38.82;196.89;28.67;118.15;122.69
1158;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2012;;;;;;;;
1159;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2013;;;;;;;;
1160;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2014;;;;;;;;
1161;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2015;;;;;;;;
1162;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2016;867.92;21.77;162.04;118.57;301.45;38.17;109.57;116.34
1163;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2017;;;;;;;;
1164;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2018;;;;;;;;
1165;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2019;;;;;;;;
1166;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2020;1248.86;25.25;280.2;167.61;393.9;49.2;168.52;164.08
1167;G-I Trade, transport, hotels, catering;Noord-Nederland (LD);2021;1200.49;38.06;272.52;36.81;474.63;41.19;164.57;172.61
