ID;Gender;PupilCharacteristics;CaribbeanNetherlands;Periods;ParticipantsEnStudents_1
462;Total male and female;10 years;Caribbean Netherlands;2023/'24;336.0
463;Total male and female;10 years;Caribbean Netherlands;2024/'25;333.0
464;Total male and female;10 years;Bonaire;2009/'10;193.0
465;Total male and female;10 years;Bonaire;2010/'11;189.0
466;Total male and female;10 years;Bonaire;2011/'12;231.0
467;Total male and female;10 years;Bonaire;2012/'13;194.0
468;Total male and female;10 years;Bonaire;2013/'14;197.0
469;Total male and female;10 years;Bonaire;2014/'15;198.0
470;Total male and female;10 years;Bonaire;2015/'16;207.0
471;Total male and female;10 years;Bonaire;2016/'17;212.0
472;Total male and female;10 years;Bonaire;2017/'18;213.0
473;Total male and female;10 years;Bonaire;2018/'19;238.0
474;Total male and female;10 years;Bonaire;2019/'20;235.0
475;Total male and female;10 years;Bonaire;2020/'21;261.0
476;Total male and female;10 years;Bonaire;2021/22;265.0
477;Total male and female;10 years;Bonaire;2022/'23;242.0
478;Total male and female;10 years;Bonaire;2023/'24;279.0
479;Total male and female;10 years;Bonaire;2024/'25;259.0
480;Total male and female;10 years;St Eustatius;2009/'10;43.0
481;Total male and female;10 years;St Eustatius;2010/'11;47.0
482;Total male and female;10 years;St Eustatius;2011/'12;55.0
483;Total male and female;10 years;St Eustatius;2012/'13;46.0
484;Total male and female;10 years;St Eustatius;2013/'14;40.0
485;Total male and female;10 years;St Eustatius;2014/'15;43.0
486;Total male and female;10 years;St Eustatius;2015/'16;44.0
487;Total male and female;10 years;St Eustatius;2016/'17;36.0
488;Total male and female;10 years;St Eustatius;2017/'18;50.0
489;Total male and female;10 years;St Eustatius;2018/'19;34.0
490;Total male and female;10 years;St Eustatius;2019/'20;43.0
491;Total male and female;10 years;St Eustatius;2020/'21;55.0
492;Total male and female;10 years;St Eustatius;2021/22;41.0
493;Total male and female;10 years;St Eustatius;2022/'23;36.0
494;Total male and female;10 years;St Eustatius;2023/'24;41.0
495;Total male and female;10 years;St Eustatius;2024/'25;46.0
496;Total male and female;10 years;Saba;2009/'10;15.0
497;Total male and female;10 years;Saba;2010/'11;20.0
498;Total male and female;10 years;Saba;2011/'12;16.0
499;Total male and female;10 years;Saba;2012/'13;17.0
500;Total male and female;10 years;Saba;2013/'14;13.0
501;Total male and female;10 years;Saba;2014/'15;17.0
502;Total male and female;10 years;Saba;2015/'16;25.0
503;Total male and female;10 years;Saba;2016/'17;24.0
504;Total male and female;10 years;Saba;2017/'18;18.0
505;Total male and female;10 years;Saba;2018/'19;23.0
506;Total male and female;10 years;Saba;2019/'20;18.0
507;Total male and female;10 years;Saba;2020/'21;19.0
508;Total male and female;10 years;Saba;2021/22;11.0
509;Total male and female;10 years;Saba;2022/'23;15.0
510;Total male and female;10 years;Saba;2023/'24;16.0
511;Total male and female;10 years;Saba;2024/'25;22.0
512;Total male and female;11 years;Caribbean Netherlands;2009/'10;225.0
513;Total male and female;11 years;Caribbean Netherlands;2010/'11;234.0
514;Total male and female;11 years;Caribbean Netherlands;2011/'12;248.0
515;Total male and female;11 years;Caribbean Netherlands;2012/'13;284.0
516;Total male and female;11 years;Caribbean Netherlands;2013/'14;266.0
517;Total male and female;11 years;Caribbean Netherlands;2014/'15;242.0
518;Total male and female;11 years;Caribbean Netherlands;2015/'16;248.0
519;Total male and female;11 years;Caribbean Netherlands;2016/'17;263.0
520;Total male and female;11 years;Caribbean Netherlands;2017/'18;259.0
521;Total male and female;11 years;Caribbean Netherlands;2018/'19;262.0
522;Total male and female;11 years;Caribbean Netherlands;2019/'20;287.0
523;Total male and female;11 years;Caribbean Netherlands;2020/'21;291.0
524;Total male and female;11 years;Caribbean Netherlands;2021/22;309.0
525;Total male and female;11 years;Caribbean Netherlands;2022/'23;297.0
526;Total male and female;11 years;Caribbean Netherlands;2023/'24;286.0
527;Total male and female;11 years;Caribbean Netherlands;2024/'25;309.0
528;Total male and female;11 years;Bonaire;2009/'10;164.0
529;Total male and female;11 years;Bonaire;2010/'11;179.0
530;Total male and female;11 years;Bonaire;2011/'12;189.0
531;Total male and female;11 years;Bonaire;2012/'13;215.0
532;Total male and female;11 years;Bonaire;2013/'14;210.0
533;Total male and female;11 years;Bonaire;2014/'15;191.0
534;Total male and female;11 years;Bonaire;2015/'16;188.0
535;Total male and female;11 years;Bonaire;2016/'17;198.0
536;Total male and female;11 years;Bonaire;2017/'18;196.0
537;Total male and female;11 years;Bonaire;2018/'19;203.0
538;Total male and female;11 years;Bonaire;2019/'20;230.0
539;Total male and female;11 years;Bonaire;2020/'21;228.0
540;Total male and female;11 years;Bonaire;2021/22;241.0
541;Total male and female;11 years;Bonaire;2022/'23;243.0
542;Total male and female;11 years;Bonaire;2023/'24;238.0
543;Total male and female;11 years;Bonaire;2024/'25;249.0
544;Total male and female;11 years;St Eustatius;2009/'10;44.0
545;Total male and female;11 years;St Eustatius;2010/'11;40.0
546;Total male and female;11 years;St Eustatius;2011/'12;42.0
547;Total male and female;11 years;St Eustatius;2012/'13;54.0
548;Total male and female;11 years;St Eustatius;2013/'14;42.0
549;Total male and female;11 years;St Eustatius;2014/'15;37.0
550;Total male and female;11 years;St Eustatius;2015/'16;43.0
551;Total male and female;11 years;St Eustatius;2016/'17;42.0
552;Total male and female;11 years;St Eustatius;2017/'18;39.0
553;Total male and female;11 years;St Eustatius;2018/'19;45.0
554;Total male and female;11 years;St Eustatius;2019/'20;37.0
555;Total male and female;11 years;St Eustatius;2020/'21;44.0
556;Total male and female;11 years;St Eustatius;2021/22;46.0
557;Total male and female;11 years;St Eustatius;2022/'23;39.0
558;Total male and female;11 years;St Eustatius;2023/'24;33.0
559;Total male and female;11 years;St Eustatius;2024/'25;36.0
560;Total male and female;11 years;Saba;2009/'10;17.0
561;Total male and female;11 years;Saba;2010/'11;15.0
562;Total male and female;11 years;Saba;2011/'12;17.0
563;Total male and female;11 years;Saba;2012/'13;15.0
564;Total male and female;11 years;Saba;2013/'14;14.0
565;Total male and female;11 years;Saba;2014/'15;14.0
566;Total male and female;11 years;Saba;2015/'16;17.0
567;Total male and female;11 years;Saba;2016/'17;23.0
568;Total male and female;11 years;Saba;2017/'18;24.0
569;Total male and female;11 years;Saba;2018/'19;14.0
570;Total male and female;11 years;Saba;2019/'20;20.0
571;Total male and female;11 years;Saba;2020/'21;19.0
572;Total male and female;11 years;Saba;2021/22;22.0
573;Total male and female;11 years;Saba;2022/'23;15.0
574;Total male and female;11 years;Saba;2023/'24;15.0
575;Total male and female;11 years;Saba;2024/'25;16.0
576;Total male and female;12 years or older;Caribbean Netherlands;2009/'10;187.0
577;Total male and female;12 years or older;Caribbean Netherlands;2010/'11;82.0
578;Total male and female;12 years or older;Caribbean Netherlands;2011/'12;114.0
579;Total male and female;12 years or older;Caribbean Netherlands;2012/'13;99.0
580;Total male and female;12 years or older;Caribbean Netherlands;2013/'14;103.0
581;Total male and female;12 years or older;Caribbean Netherlands;2014/'15;92.0
582;Total male and female;12 years or older;Caribbean Netherlands;2015/'16;95.0
583;Total male and female;12 years or older;Caribbean Netherlands;2016/'17;96.0
584;Total male and female;12 years or older;Caribbean Netherlands;2017/'18;98.0
585;Total male and female;12 years or older;Caribbean Netherlands;2018/'19;82.0
586;Total male and female;12 years or older;Caribbean Netherlands;2019/'20;89.0
587;Total male and female;12 years or older;Caribbean Netherlands;2020/'21;109.0
588;Total male and female;12 years or older;Caribbean Netherlands;2021/22;107.0
589;Total male and female;12 years or older;Caribbean Netherlands;2022/'23;101.0
590;Total male and female;12 years or older;Caribbean Netherlands;2023/'24;82.0
591;Total male and female;12 years or older;Caribbean Netherlands;2024/'25;75.0
592;Total male and female;12 years or older;Bonaire;2009/'10;165.0
593;Total male and female;12 years or older;Bonaire;2010/'11;75.0
594;Total male and female;12 years or older;Bonaire;2011/'12;103.0
595;Total male and female;12 years or older;Bonaire;2012/'13;78.0
596;Total male and female;12 years or older;Bonaire;2013/'14;86.0
597;Total male and female;12 years or older;Bonaire;2014/'15;79.0
598;Total male and female;12 years or older;Bonaire;2015/'16;84.0
599;Total male and female;12 years or older;Bonaire;2016/'17;75.0
600;Total male and female;12 years or older;Bonaire;2017/'18;78.0
601;Total male and female;12 years or older;Bonaire;2018/'19;68.0
602;Total male and female;12 years or older;Bonaire;2019/'20;76.0
603;Total male and female;12 years or older;Bonaire;2020/'21;95.0
604;Total male and female;12 years or older;Bonaire;2021/22;74.0
605;Total male and female;12 years or older;Bonaire;2022/'23;79.0
606;Total male and female;12 years or older;Bonaire;2023/'24;67.0
607;Total male and female;12 years or older;Bonaire;2024/'25;59.0
608;Total male and female;12 years or older;St Eustatius;2009/'10;16.0
609;Total male and female;12 years or older;St Eustatius;2010/'11;5.0
610;Total male and female;12 years or older;St Eustatius;2011/'12;7.0
611;Total male and female;12 years or older;St Eustatius;2012/'13;11.0
612;Total male and female;12 years or older;St Eustatius;2013/'14;13.0
613;Total male and female;12 years or older;St Eustatius;2014/'15;8.0
614;Total male and female;12 years or older;St Eustatius;2015/'16;3.0
615;Total male and female;12 years or older;St Eustatius;2016/'17;12.0
616;Total male and female;12 years or older;St Eustatius;2017/'18;8.0
617;Total male and female;12 years or older;St Eustatius;2018/'19;8.0
618;Total male and female;12 years or older;St Eustatius;2019/'20;6.0
619;Total male and female;12 years or older;St Eustatius;2020/'21;5.0
620;Total male and female;12 years or older;St Eustatius;2021/22;18.0
621;Total male and female;12 years or older;St Eustatius;2022/'23;16.0
622;Total male and female;12 years or older;St Eustatius;2023/'24;10.0
623;Total male and female;12 years or older;St Eustatius;2024/'25;10.0
624;Total male and female;12 years or older;Saba;2009/'10;6.0
625;Total male and female;12 years or older;Saba;2010/'11;2.0
626;Total male and female;12 years or older;Saba;2011/'12;4.0
627;Total male and female;12 years or older;Saba;2012/'13;10.0
628;Total male and female;12 years or older;Saba;2013/'14;4.0
629;Total male and female;12 years or older;Saba;2014/'15;5.0
630;Total male and female;12 years or older;Saba;2015/'16;8.0
631;Total male and female;12 years or older;Saba;2016/'17;9.0
632;Total male and female;12 years or older;Saba;2017/'18;12.0
633;Total male and female;12 years or older;Saba;2018/'19;6.0
634;Total male and female;12 years or older;Saba;2019/'20;7.0
635;Total male and female;12 years or older;Saba;2020/'21;9.0
636;Total male and female;12 years or older;Saba;2021/22;15.0
637;Total male and female;12 years or older;Saba;2022/'23;6.0
638;Total male and female;12 years or older;Saba;2023/'24;5.0
639;Total male and female;12 years or older;Saba;2024/'25;4.0
640;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2009/'10;1618.0
641;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2010/'11;1658.0
642;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2011/'12;1724.0
643;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2012/'13;1828.0
644;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2013/'14;2037.0
645;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2014/'15;2121.0
646;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2015/'16;2099.0
647;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2016/'17;2049.0
648;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2017/'18;2014.0
649;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2018/'19;1945.0
650;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2019/'20;2078.0
651;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2020/'21;2249.0
652;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2021/22;2385.0
653;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2022/'23;2447.0
654;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2023/'24;2521.0
655;Total male and female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2024/'25;2712.0
656;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2009/'10;1246.0
657;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2010/'11;1294.0
658;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2011/'12;1379.0
659;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2012/'13;1452.0
660;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2013/'14;1650.0
661;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2014/'15;1757.0
662;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2015/'16;1748.0
663;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2016/'17;1695.0
664;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2017/'18;1628.0
665;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2018/'19;1616.0
666;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2019/'20;1730.0
667;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2020/'21;1847.0
668;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2021/22;2009.0
669;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2022/'23;2073.0
670;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2023/'24;2171.0
671;Total male and female;Total secondary education (VO, CVQ, MBO);Bonaire;2024/'25;2362.0
672;Total male and female;Total secondary education (VO, CVQ, MBO);St Eustatius;2009/'10;267.0
673;Total male and female;Total secondary education (VO, CVQ, MBO);St Eustatius;2010/'11;265.0
674;Total male and female;Total secondary education (VO, CVQ, MBO);St Eustatius;2011/'12;251.0
675;Total male and female;Total secondary education (VO, CVQ, MBO);St Eustatius;2012/'13;275.0
676;Total male and female;Total secondary education (VO, CVQ, MBO);St Eustatius;2013/'14;292.0
677;Total male and female;Total secondary education (VO, CVQ, MBO);St Eustatius;2014/'15;279.0
