ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
1658;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2023;24;211;-188;54;480;-427
1659;Overhead;Agglomeratie 's-Gravenhage (CR);2017;10;364;-355;11;426;-415
1660;Overhead;Agglomeratie 's-Gravenhage (CR);2018;8;394;-385;10;455;-446
1661;Overhead;Agglomeratie 's-Gravenhage (CR);2019;11;405;-394;12;465;-452
1662;Overhead;Agglomeratie 's-Gravenhage (CR);2020;7;422;-415;8;477;-469
1663;Overhead;Agglomeratie 's-Gravenhage (CR);2021;7;444;-437;8;500;-492
1664;Overhead;Agglomeratie 's-Gravenhage (CR);2022;10;460;-450;11;513;-502
1665;Overhead;Agglomeratie 's-Gravenhage (CR);2023;18;536;-518;20;589;-569
1666;Overhead;Delft en Westland (CR);2017;5;79;-74;23;350;-327
1667;Overhead;Delft en Westland (CR);2018;7;82;-75;31;358;-327
1668;Overhead;Delft en Westland (CR);2019;6;84;-77;28;363;-335
1669;Overhead;Delft en Westland (CR);2020;6;89;-83;26;381;-354
1670;Overhead;Delft en Westland (CR);2021;9;96;-87;37;407;-371
1671;Overhead;Delft en Westland (CR);2022;8;101;-93;35;427;-392
1672;Overhead;Delft en Westland (CR);2023;12;113;-102;49;471;-422
1673;Overhead;Oost-Zuid-Holland (CR);2017;7;95;-88;21;293;-272
1674;Overhead;Oost-Zuid-Holland (CR);2018;8;96;-88;24;293;-269
1675;Overhead;Oost-Zuid-Holland (CR);2019;10;100;-90;30;303;-273
1676;Overhead;Oost-Zuid-Holland (CR);2020;9;104;-95;26;311;-284
1677;Overhead;Oost-Zuid-Holland (CR);2021;9;111;-101;28;327;-299
1678;Overhead;Oost-Zuid-Holland (CR);2022;9;117;-107;27;343;-316
1679;Overhead;Oost-Zuid-Holland (CR);2023;13;138;-125;37;399;-362
1680;Overhead;Groot-Rijnmond (CR);2017;28;707;-678;20;497;-477
1681;Overhead;Groot-Rijnmond (CR);2018;34;728;-695;24;509;-485
1682;Overhead;Groot-Rijnmond (CR);2019;27;720;-693;19;499;-481
1683;Overhead;Groot-Rijnmond (CR);2020;22;727;-704;15;500;-484
1684;Overhead;Groot-Rijnmond (CR);2021;24;761;-737;16;521;-504
1685;Overhead;Groot-Rijnmond (CR);2022;24;727;-703;17;494;-478
1686;Overhead;Groot-Rijnmond (CR);2023;22;799;-778;15;537;-522
1687;Overhead;Zuidoost-Zuid-Holland (CR);2017;8;113;-105;20;281;-260
1688;Overhead;Zuidoost-Zuid-Holland (CR);2018;5;116;-112;12;288;-276
1689;Overhead;Zuidoost-Zuid-Holland (CR);2019;4;111;-107;10;299;-288
1690;Overhead;Zuidoost-Zuid-Holland (CR);2020;4;115;-111;11;310;-298
1691;Overhead;Zuidoost-Zuid-Holland (CR);2021;3;126;-123;9;339;-330
1692;Overhead;Zuidoost-Zuid-Holland (CR);2022;42;177;-135;113;472;-359
1693;Overhead;Zuidoost-Zuid-Holland (CR);2023;43;196;-153;113;516;-403
1694;Overhead;Zeeuwsch-Vlaanderen (CR);2017;2;34;-31;22;319;-297
1695;Overhead;Zeeuwsch-Vlaanderen (CR);2018;2;34;-32;21;323;-301
1696;Overhead;Zeeuwsch-Vlaanderen (CR);2019;2;36;-33;22;337;-314
1697;Overhead;Zeeuwsch-Vlaanderen (CR);2020;3;37;-34;27;349;-322
1698;Overhead;Zeeuwsch-Vlaanderen (CR);2021;3;39;-36;28;374;-347
1699;Overhead;Zeeuwsch-Vlaanderen (CR);2022;3;39;-36;27;371;-344
1700;Overhead;Zeeuwsch-Vlaanderen (CR);2023;3;44;-41;27;416;-389
1701;Overhead;Overig Zeeland (CR);2017;8;80;-73;29;291;-263
1702;Overhead;Overig Zeeland (CR);2018;8;86;-78;30;312;-282
1703;Overhead;Overig Zeeland (CR);2019;11;90;-79;39;325;-286
1704;Overhead;Overig Zeeland (CR);2020;9;94;-85;32;338;-306
1705;Overhead;Overig Zeeland (CR);2021;11;101;-91;38;362;-324
1706;Overhead;Overig Zeeland (CR);2022;11;107;-96;38;379;-341
1707;Overhead;Overig Zeeland (CR);2023;11;121;-110;40;425;-384
1708;Overhead;West-Noord-Brabant (CR);2017;24;203;-179;38;323;-285
1709;Overhead;West-Noord-Brabant (CR);2018;24;205;-181;38;325;-287
1710;Overhead;West-Noord-Brabant (CR);2019;20;214;-194;32;338;-306
1711;Overhead;West-Noord-Brabant (CR);2020;26;217;-191;41;341;-300
1712;Overhead;West-Noord-Brabant (CR);2021;23;228;-205;36;357;-322
1713;Overhead;West-Noord-Brabant (CR);2022;23;243;-220;36;380;-344
1714;Overhead;West-Noord-Brabant (CR);2023;40;292;-252;62;452;-390
1715;Overhead;Midden-Noord-Brabant (CR);2017;7;143;-136;14;303;-289
1716;Overhead;Midden-Noord-Brabant (CR);2018;8;154;-146;17;324;-307
1717;Overhead;Midden-Noord-Brabant (CR);2019;6;156;-150;13;326;-313
1718;Overhead;Midden-Noord-Brabant (CR);2020;6;163;-156;13;337;-324
1719;Overhead;Midden-Noord-Brabant (CR);2021;6;173;-167;13;352;-339
1720;Overhead;Midden-Noord-Brabant (CR);2022;8;189;-181;16;381;-365
1721;Overhead;Midden-Noord-Brabant (CR);2023;8;217;-209;17;431;-415
1722;Overhead;Noordoost-Noord-Brabant (CR);2017;59;205;-146;90;315;-225
1723;Overhead;Noordoost-Noord-Brabant (CR);2018;52;203;-151;79;310;-231
1724;Overhead;Noordoost-Noord-Brabant (CR);2019;43;206;-164;65;314;-249
1725;Overhead;Noordoost-Noord-Brabant (CR);2020;44;210;-166;67;316;-250
1726;Overhead;Noordoost-Noord-Brabant (CR);2021;18;210;-192;28;318;-290
1727;Overhead;Noordoost-Noord-Brabant (CR);2022;22;216;-194;33;326;-293
1728;Overhead;Noordoost-Noord-Brabant (CR);2023;21;242;-220;32;359;-328
1729;Overhead;Zuidoost-Noord-Brabant (CR);2017;26;231;-206;34;304;-270
1730;Overhead;Zuidoost-Noord-Brabant (CR);2018;27;229;-202;35;299;-264
1731;Overhead;Zuidoost-Noord-Brabant (CR);2019;22;254;-232;28;328;-300
1732;Overhead;Zuidoost-Noord-Brabant (CR);2020;22;293;-271;28;375;-347
1733;Overhead;Zuidoost-Noord-Brabant (CR);2021;10;264;-254;13;336;-324
1734;Overhead;Zuidoost-Noord-Brabant (CR);2022;15;292;-278;18;370;-351
1735;Overhead;Zuidoost-Noord-Brabant (CR);2023;16;342;-325;20;425;-405
1736;Overhead;Noord-Limburg (CR);2017;10;108;-98;35;384;-349
1737;Overhead;Noord-Limburg (CR);2018;13;111;-98;46;394;-349
1738;Overhead;Noord-Limburg (CR);2019;18;122;-104;63;433;-370
1739;Overhead;Noord-Limburg (CR);2020;11;113;-102;39;401;-363
1740;Overhead;Noord-Limburg (CR);2021;10;123;-113;35;434;-399
1741;Overhead;Noord-Limburg (CR);2022;11;130;-118;40;455;-415
1742;Overhead;Noord-Limburg (CR);2023;7;142;-135;26;492;-466
1743;Overhead;Midden-Limburg (CR);2017;16;90;-74;67;382;-314
1744;Overhead;Midden-Limburg (CR);2018;13;90;-77;55;381;-326
1745;Overhead;Midden-Limburg (CR);2019;15;93;-79;61;395;-334
1746;Overhead;Midden-Limburg (CR);2020;10;90;-80;44;381;-337
1747;Overhead;Midden-Limburg (CR);2021;3;89;-85;14;372;-358
1748;Overhead;Midden-Limburg (CR);2022;5;95;-90;23;398;-375
1749;Overhead;Midden-Limburg (CR);2023;5;106;-102;19;440;-421
1750;Overhead;Zuid-Limburg (CR);2017;43;253;-210;72;422;-351
1751;Overhead;Zuid-Limburg (CR);2018;28;258;-230;46;431;-385
1752;Overhead;Zuid-Limburg (CR);2019;26;265;-239;43;443;-400
1753;Overhead;Zuid-Limburg (CR);2020;33;266;-234;55;446;-391
1754;Overhead;Zuid-Limburg (CR);2021;30;278;-248;50;467;-417
1755;Overhead;Zuid-Limburg (CR);2022;31;299;-268;52;503;-451
1756;Overhead;Zuid-Limburg (CR);2023;38;336;-298;63;562;-499
1757;Overhead;Flevoland (CR);2017;6;139;-133;15;341;-326
1758;Overhead;Flevoland (CR);2018;5;142;-137;12;344;-332
1759;Overhead;Flevoland (CR);2019;6;145;-139;14;348;-334
1760;Overhead;Flevoland (CR);2020;5;147;-142;11;348;-337
1761;Overhead;Flevoland (CR);2021;4;152;-148;10;355;-346
1762;Overhead;Flevoland (CR);2022;4;162;-158;10;372;-362
1763;Overhead;Flevoland (CR);2023;5;187;-182;11;420;-409
1764;Overhead;Fewer than 5,000 inhabitants;2017;0;12;-12;19;988;-969
1765;Overhead;Fewer than 5,000 inhabitants;2018;0;14;-14;27;1183;-1157
1766;Overhead;Fewer than 5,000 inhabitants;2019;0;14;-14;33;1173;-1140
1767;Overhead;Fewer than 5,000 inhabitants;2020;0;15;-14;16;1169;-1154
1768;Overhead;Fewer than 5,000 inhabitants;2021;0;15;-15;20;1235;-1215
1769;Overhead;Fewer than 5,000 inhabitants;2022;0;17;-17;20;1351;-1331
1770;Overhead;Fewer than 5,000 inhabitants;2023;1;19;-19;41;1507;-1466
1771;Overhead;5,000 to 9,999 inhabitants;2017;5;56;-51;36;404;-368
1772;Overhead;5,000 to 9,999 inhabitants;2018;6;56;-50;46;425;-379
1773;Overhead;5,000 to 9,999 inhabitants;2019;3;40;-37;34;474;-440
1774;Overhead;5,000 to 9,999 inhabitants;2020;2;39;-37;24;517;-493
1775;Overhead;5,000 to 9,999 inhabitants;2021;1;26;-25;17;462;-445
1776;Overhead;5,000 to 9,999 inhabitants;2022;1;29;-29;16;520;-504
1777;Overhead;5,000 to 9,999 inhabitants;2023;1;35;-33;19;601;-582
1778;Overhead;10,000 to 19,999 inhabitants;2017;45;473;-428;32;335;-303
1779;Overhead;10,000 to 19,999 inhabitants;2018;54;475;-421;41;361;-320
1780;Overhead;10,000 to 19,999 inhabitants;2019;34;385;-351;34;385;-351
1781;Overhead;10,000 to 19,999 inhabitants;2020;32;398;-366;31;392;-361
1782;Overhead;10,000 to 19,999 inhabitants;2021;28;407;-379;28;413;-385
1783;Overhead;10,000 to 19,999 inhabitants;2022;28;420;-392;30;451;-421
1784;Overhead;10,000 to 19,999 inhabitants;2023;20;416;-396;24;502;-478
1785;Overhead;20,000 to 49,999 inhabitants;2017;196;1842;-1645;33;308;-275
1786;Overhead;20,000 to 49,999 inhabitants;2018;194;1928;-1733;32;319;-287
1787;Overhead;20,000 to 49,999 inhabitants;2019;174;2030;-1857;28;333;-305
1788;Overhead;20,000 to 49,999 inhabitants;2020;161;2020;-1859;27;338;-311
1789;Overhead;20,000 to 49,999 inhabitants;2021;173;2164;-1990;29;357;-328
1790;Overhead;20,000 to 49,999 inhabitants;2022;175;2278;-2103;29;383;-354
1791;Overhead;20,000 to 49,999 inhabitants;2023;186;2557;-2371;31;426;-395
1792;Overhead;50,000 to 99,999 inhabitants;2017;163;1097;-935;50;335;-285
1793;Overhead;50,000 to 99,999 inhabitants;2018;166;1171;-1005;50;349;-300
1794;Overhead;50,000 to 99,999 inhabitants;2019;168;1332;-1165;46;362;-316
1795;Overhead;50,000 to 99,999 inhabitants;2020;175;1409;-1235;46;375;-328
1796;Overhead;50,000 to 99,999 inhabitants;2021;146;1437;-1291;39;381;-342
1797;Overhead;50,000 to 99,999 inhabitants;2022;165;1593;-1428;41;399;-358
1798;Overhead;50,000 to 99,999 inhabitants;2023;189;1876;-1687;45;451;-405
1799;Overhead;100,000 to 149,999 inhabitants;2017;79;590;-511;49;365;-316
1800;Overhead;100,000 to 149,999 inhabitants;2018;74;592;-518;45;362;-317
1801;Overhead;100,000 to 149,999 inhabitants;2019;40;530;-490;27;354;-328
1802;Overhead;100,000 to 149,999 inhabitants;2020;49;591;-541;31;368;-337
1803;Overhead;100,000 to 149,999 inhabitants;2021;53;630;-577;33;391;-358
1804;Overhead;100,000 to 149,999 inhabitants;2022;90;685;-595;55;423;-368
1805;Overhead;100,000 to 149,999 inhabitants;2023;111;782;-670;68;476;-408
1806;Overhead;150,000 to 249,999 inhabitants;2017;173;880;-707;76;384;-308
1807;Overhead;150,000 to 249,999 inhabitants;2018;169;890;-720;73;385;-312
1808;Overhead;150,000 to 249,999 inhabitants;2019;111;942;-831;44;375;-331
1809;Overhead;150,000 to 249,999 inhabitants;2020;105;981;-876;41;387;-346
1810;Overhead;150,000 to 249,999 inhabitants;2021;97;983;-885;38;386;-348
1811;Overhead;150,000 to 249,999 inhabitants;2022;103;1047;-943;40;408;-368
1812;Overhead;150,000 to 249,999 inhabitants;2023;115;1174;-1060;44;451;-407
1813;Overhead;250,000 inhabitants or more;2017;52;1344;-1292;22;573;-550
1814;Overhead;250,000 inhabitants or more;2018;47;1408;-1361;20;593;-574
1815;Overhead;250,000 inhabitants or more;2019;39;1426;-1387;16;595;-578
1816;Overhead;250,000 inhabitants or more;2020;31;1485;-1455;13;612;-599
1817;Overhead;250,000 inhabitants or more;2021;28;1565;-1537;12;643;-632
1818;Overhead;250,000 inhabitants or more;2022;43;1575;-1531;17;636;-619
1819;Overhead;250,000 inhabitants or more;2023;41;1761;-1720;16;700;-684
1820;Taxes;The Netherlands;2017;5037;385;4652;295;23;272
1821;Taxes;The Netherlands;2018;5157;384;4773;300;22;278
1822;Taxes;The Netherlands;2019;5408;389;5018;313;23;290
1823;Taxes;The Netherlands;2020;5508;391;5117;316;22;294
1824;Taxes;The Netherlands;2021;5824;392;5432;333;22;311
1825;Taxes;The Netherlands;2022;5938;416;5522;338;24;314
1826;Taxes;The Netherlands;2023;6488;499;5989;364;28;336
1827;Taxes;Noord-Nederland (LD);2017;470;40;430;273;23;249
1828;Taxes;Noord-Nederland (LD);2018;486;41;445;282;24;258
1829;Taxes;Noord-Nederland (LD);2019;522;43;479;303;25;278
1830;Taxes;Noord-Nederland (LD);2020;516;41;475;298;24;275
1831;Taxes;Noord-Nederland (LD);2021;551;43;508;318;25;293
1832;Taxes;Noord-Nederland (LD);2022;550;44;506;316;25;290
1833;Taxes;Noord-Nederland (LD);2023;584;49;536;332;28;305
1834;Taxes;Oost-Nederland (LD);2017;1015;57;957;282;16;266
1835;Taxes;Oost-Nederland (LD);2018;1025;62;963;283;17;266
1836;Taxes;Oost-Nederland (LD);2019;1063;58;1005;292;16;276
1837;Taxes;Oost-Nederland (LD);2020;1096;64;1032;298;17;281
1838;Taxes;Oost-Nederland (LD);2021;1146;62;1084;311;17;294
1839;Taxes;Oost-Nederland (LD);2022;1135;71;1064;305;19;286
1840;Taxes;Oost-Nederland (LD);2023;1200;89;1111;319;24;295
1841;Taxes;West-Nederland (LD);2017;2628;236;2393;323;29;294
1842;Taxes;West-Nederland (LD);2018;2685;225;2460;328;27;300
1843;Taxes;West-Nederland (LD);2019;2804;235;2569;340;28;311
1844;Taxes;West-Nederland (LD);2020;2862;228;2634;344;27;316
1845;Taxes;West-Nederland (LD);2021;3052;230;2823;365;27;338
1846;Taxes;West-Nederland (LD);2022;3120;239;2881;370;28;342
1847;Taxes;West-Nederland (LD);2023;3508;287;3222;411;34;377
1848;Taxes;Zuid-Nederland (LD);2017;924;51;872;254;14;240
1849;Taxes;Zuid-Nederland (LD);2018;961;57;905;264;16;248
1850;Taxes;Zuid-Nederland (LD);2019;1018;53;965;278;15;264
1851;Taxes;Zuid-Nederland (LD);2020;1035;58;976;281;16;265
1852;Taxes;Zuid-Nederland (LD);2021;1075;57;1018;291;16;276
1853;Taxes;Zuid-Nederland (LD);2022;1133;62;1072;305;17;289
1854;Taxes;Zuid-Nederland (LD);2023;1196;75;1121;318;20;299
1855;Taxes;Groningen (PV);2017;181;15;166;310;26;285
1856;Taxes;Groningen (PV);2018;184;16;168;316;27;289
1857;Taxes;Groningen (PV);2019;197;19;177;337;33;304
1858;Taxes;Groningen (PV);2020;213;21;193;364;35;329
1859;Taxes;Groningen (PV);2021;232;20;212;396;34;361
1860;Taxes;Groningen (PV);2022;240;22;218;406;36;369
1861;Taxes;Groningen (PV);2023;262;23;239;439;38;402
1862;Taxes;Fryslân (PV);2017;177;18;158;273;29;244
1863;Taxes;Fryslân (PV);2018;187;17;170;289;27;262
1864;Taxes;Fryslân (PV);2019;207;15;192;320;24;296
1865;Taxes;Fryslân (PV);2020;181;11;170;278;17;262
1866;Taxes;Fryslân (PV);2021;187;13;174;287;20;268
1867;Taxes;Fryslân (PV);2022;172;12;160;263;18;245
1868;Taxes;Fryslân (PV);2023;180;14;165;272;22;251
1869;Taxes;Drenthe (PV);2017;112;7;105;228;13;214
1870;Taxes;Drenthe (PV);2018;115;8;107;234;17;217
1871;Taxes;Drenthe (PV);2019;118;9;109;240;18;222
1872;Taxes;Drenthe (PV);2020;122;9;113;247;19;228
1873;Taxes;Drenthe (PV);2021;131;10;121;265;20;245
1874;Taxes;Drenthe (PV);2022;138;11;127;277;21;256
1875;Taxes;Drenthe (PV);2023;143;12;131;284;23;261
1876;Taxes;Overijssel (PV);2017;287;16;270;250;14;235
1877;Taxes;Overijssel (PV);2018;300;16;284;261;14;246
1878;Taxes;Overijssel (PV);2019;317;19;298;274;16;258
1879;Taxes;Overijssel (PV);2020;329;18;312;283;15;268
1880;Taxes;Overijssel (PV);2021;340;17;323;292;15;277
1881;Taxes;Overijssel (PV);2022;354;19;335;302;16;286
1882;Taxes;Overijssel (PV);2023;373;19;355;315;16;299
1883;Taxes;Flevoland (PV);2017;108;6;102;264;14;250
1884;Taxes;Flevoland (PV);2018;108;6;102;262;15;248
1885;Taxes;Flevoland (PV);2019;113;6;107;272;15;257
1886;Taxes;Flevoland (PV);2020;114;7;107;270;17;253
1887;Taxes;Flevoland (PV);2021;122;7;115;285;17;268
1888;Taxes;Flevoland (PV);2022;132;8;124;303;18;285
1889;Taxes;Flevoland (PV);2023;145;9;136;326;21;305
1890;Taxes;Gelderland (PV);2017;620;35;585;303;17;286
1891;Taxes;Gelderland (PV);2018;617;39;578;299;19;281
1892;Taxes;Gelderland (PV);2019;633;33;600;306;16;290
1893;Taxes;Gelderland (PV);2020;652;39;614;313;19;294
1894;Taxes;Gelderland (PV);2021;684;38;646;326;18;308
1895;Taxes;Gelderland (PV);2022;650;45;605;308;21;287
1896;Taxes;Gelderland (PV);2023;681;60;620;319;28;291
1897;Taxes;Utrecht (PV);2017;361;31;330;281;24;257
1898;Taxes;Utrecht (PV);2018;369;33;337;285;25;260
1899;Taxes;Utrecht (PV);2019;404;37;367;301;27;273
1900;Taxes;Utrecht (PV);2020;411;34;377;303;25;278
1901;Taxes;Utrecht (PV);2021;434;32;402;319;23;295
1902;Taxes;Utrecht (PV);2022;457;33;423;333;24;309
1903;Taxes;Utrecht (PV);2023;525;40;484;378;29;349
1904;Taxes;Noord-Holland (PV);2017;941;84;858;335;30;305
1905;Taxes;Noord-Holland (PV);2018;958;84;874;338;30;309
1906;Taxes;Noord-Holland (PV);2019;1011;100;911;354;35;319
1907;Taxes;Noord-Holland (PV);2020;999;93;906;347;32;315
1908;Taxes;Noord-Holland (PV);2021;1096;95;1001;379;33;346
1909;Taxes;Noord-Holland (PV);2022;1123;94;1029;386;32;354
1910;Taxes;Noord-Holland (PV);2023;1273;112;1162;431;38;393
1911;Taxes;Zuid-Holland (PV);2017;1203;105;1098;330;29;301
1912;Taxes;Zuid-Holland (PV);2018;1227;93;1134;333;25;308
1913;Taxes;Zuid-Holland (PV);2019;1253;82;1171;341;22;319
1914;Taxes;Zuid-Holland (PV);2020;1318;86;1232;355;23;332
1915;Taxes;Zuid-Holland (PV);2021;1378;87;1291;370;23;347
1916;Taxes;Zuid-Holland (PV);2022;1394;101;1294;371;27;345
1917;Taxes;Zuid-Holland (PV);2023;1557;121;1436;409;32;377
1918;Taxes;Zeeland (PV);2017;123;16;107;322;42;281
1919;Taxes;Zeeland (PV);2018;130;15;116;341;38;303
1920;Taxes;Zeeland (PV);2019;136;17;120;356;44;312
1921;Taxes;Zeeland (PV);2020;135;15;119;352;40;312
1922;Taxes;Zeeland (PV);2021;145;16;129;376;43;334
1923;Taxes;Zeeland (PV);2022;145;11;135;376;27;349
1924;Taxes;Zeeland (PV);2023;153;14;140;391;35;357
1925;Taxes;Noord-Brabant (PV);2017;612;32;580;244;13;231
1926;Taxes;Noord-Brabant (PV);2018;636;40;597;252;16;236
1927;Taxes;Noord-Brabant (PV);2019;676;38;638;266;15;251
1928;Taxes;Noord-Brabant (PV);2020;691;44;647;270;17;253
1929;Taxes;Noord-Brabant (PV);2021;719;43;675;279;17;262
1930;Taxes;Noord-Brabant (PV);2022;754;48;706;291;19;272
1931;Taxes;Noord-Brabant (PV);2023;810;56;754;309;21;287
1932;Taxes;Limburg (PV);2017;312;19;293;279;17;262
1933;Taxes;Limburg (PV);2018;325;17;308;291;15;276
1934;Taxes;Limburg (PV);2019;342;15;327;307;13;293
1935;Taxes;Limburg (PV);2020;343;14;329;307;13;294
1936;Taxes;Limburg (PV);2021;356;14;342;319;13;307
1937;Taxes;Limburg (PV);2022;379;13;365;339;12;327
1938;Taxes;Limburg (PV);2023;385;18;367;341;16;325
1939;Taxes;Oost-Groningen (CR);2017;37;3;34;253;20;233
1940;Taxes;Oost-Groningen (CR);2018;34;3;31;253;19;234
1941;Taxes;Oost-Groningen (CR);2019;35;3;33;262;20;242
1942;Taxes;Oost-Groningen (CR);2020;38;3;35;281;22;258
1943;Taxes;Oost-Groningen (CR);2021;41;3;38;300;19;281
1944;Taxes;Oost-Groningen (CR);2022;41;4;37;301;27;274
1945;Taxes;Oost-Groningen (CR);2023;42;3;39;308;25;283
1946;Taxes;Delfzijl en omgeving (CR);2017;17;1;16;354;22;332
1947;Taxes;Delfzijl en omgeving (CR);2018;16;1;15;355;25;330
1948;Taxes;Delfzijl en omgeving (CR);2019;18;1;16;381;26;355
1949;Taxes;Delfzijl en omgeving (CR);2020;18;2;16;387;48;339
1950;Taxes;Delfzijl en omgeving (CR);2021;19;2;17;410;36;374
1951;Taxes;Delfzijl en omgeving (CR);2022;19;2;17;408;36;371
1952;Taxes;Delfzijl en omgeving (CR);2023;21;2;19;463;41;422
1953;Taxes;Overig Groningen (CR);2017;127;11;116;326;28;298
1954;Taxes;Overig Groningen (CR);2018;133;12;122;332;29;303
1955;Taxes;Overig Groningen (CR);2019;144;15;128;357;38;319
1956;Taxes;Overig Groningen (CR);2020;158;16;142;389;38;351
1957;Taxes;Overig Groningen (CR);2021;173;16;157;426;39;387
1958;Taxes;Overig Groningen (CR);2022;180;16;164;441;40;401
1959;Taxes;Overig Groningen (CR);2023;199;17;181;481;42;439
1960;Taxes;Noord-Friesland (CR);2017;89;11;77;273;35;239
1961;Taxes;Noord-Friesland (CR);2018;84;6;78;265;19;245
1962;Taxes;Noord-Friesland (CR);2019;96;6;89;300;20;280
1963;Taxes;Noord-Friesland (CR);2020;88;6;82;275;19;256
1964;Taxes;Noord-Friesland (CR);2021;92;8;84;286;24;262
1965;Taxes;Noord-Friesland (CR);2022;88;7;81;272;21;251
1966;Taxes;Noord-Friesland (CR);2023;92;8;84;282;26;256
1967;Taxes;Zuidwest-Friesland (CR);2017;33;1;32;242;9;233
1968;Taxes;Zuidwest-Friesland (CR);2018;45;1;43;316;9;306
1969;Taxes;Zuidwest-Friesland (CR);2019;40;1;39;283;10;273
1970;Taxes;Zuidwest-Friesland (CR);2020;39;1;38;278;10;268
1971;Taxes;Zuidwest-Friesland (CR);2021;40;2;38;283;14;269
1972;Taxes;Zuidwest-Friesland (CR);2022;37;1;36;261;10;251
1973;Taxes;Zuidwest-Friesland (CR);2023;38;2;36;265;12;253
1974;Taxes;Zuidoost-Friesland (CR);2017;55;6;49;295;32;263
1975;Taxes;Zuidoost-Friesland (CR);2018;58;10;48;311;53;258
1976;Taxes;Zuidoost-Friesland (CR);2019;72;8;64;383;41;342
1977;Taxes;Zuidoost-Friesland (CR);2020;54;3;50;285;18;267
1978;Taxes;Zuidoost-Friesland (CR);2021;55;3;52;294;18;276
1979;Taxes;Zuidoost-Friesland (CR);2022;47;4;43;250;19;230
1980;Taxes;Zuidoost-Friesland (CR);2023;50;4;45;261;23;239
1981;Taxes;Noord-Drenthe (CR);2017;40;2;37;206;12;194
1982;Taxes;Noord-Drenthe (CR);2018;41;4;37;216;23;193
1983;Taxes;Noord-Drenthe (CR);2019;43;5;38;223;24;200
1984;Taxes;Noord-Drenthe (CR);2020;45;5;40;234;25;209
1985;Taxes;Noord-Drenthe (CR);2021;48;5;43;247;27;221
1986;Taxes;Noord-Drenthe (CR);2022;50;5;44;257;28;229
1987;Taxes;Noord-Drenthe (CR);2023;52;6;46;266;30;237
1988;Taxes;Zuidoost-Drenthe (CR);2017;43;2;40;254;15;239
1989;Taxes;Zuidoost-Drenthe (CR);2018;44;2;41;261;15;246
1990;Taxes;Zuidoost-Drenthe (CR);2019;44;2;42;261;14;248
1991;Taxes;Zuidoost-Drenthe (CR);2020;44;2;42;263;15;249
1992;Taxes;Zuidoost-Drenthe (CR);2021;47;3;44;278;16;263
1993;Taxes;Zuidoost-Drenthe (CR);2022;49;3;46;290;17;273
1994;Taxes;Zuidoost-Drenthe (CR);2023;50;3;47;294;20;273
