ID;Sex;Age31December;Periods;Deaths_1
6549;Total male and female;65 to 79 years;1983 week 37;835
6550;Total male and female;65 to 79 years;1983 week 38;803
6551;Total male and female;65 to 79 years;1983 week 39;855
6552;Total male and female;65 to 79 years;1983 week 40;853
6553;Total male and female;65 to 79 years;1983 week 41;912
6554;Total male and female;65 to 79 years;1983 week 42;873
6555;Total male and female;65 to 79 years;1983 week 43;865
6556;Total male and female;65 to 79 years;1983 week 44;906
6557;Total male and female;65 to 79 years;1983 week 45;906
6558;Total male and female;65 to 79 years;1983 week 46;907
6559;Total male and female;65 to 79 years;1983 week 47;951
6560;Total male and female;65 to 79 years;1983 week 48;844
6561;Total male and female;65 to 79 years;1983 week 49;947
6562;Total male and female;65 to 79 years;1983 week 50;959
6563;Total male and female;65 to 79 years;1983 week 51;925
6564;Total male and female;65 to 79 years;1983 week 52 (6 days);764
6565;Total male and female;65 to 79 years;1983;45428
6566;Total male and female;65 to 79 years;1984 week 0 (1 day);106
6567;Total male and female;65 to 79 years;1984 week 1;862
6568;Total male and female;65 to 79 years;1984 week 2;895
6569;Total male and female;65 to 79 years;1984 week 3;880
6570;Total male and female;65 to 79 years;1984 week 4;896
6571;Total male and female;65 to 79 years;1984 week 5;868
6572;Total male and female;65 to 79 years;1984 week 6;865
6573;Total male and female;65 to 79 years;1984 week 7;831
6574;Total male and female;65 to 79 years;1984 week 8;942
6575;Total male and female;65 to 79 years;1984 week 9;972
6576;Total male and female;65 to 79 years;1984 week 10;904
6577;Total male and female;65 to 79 years;1984 week 11;912
6578;Total male and female;65 to 79 years;1984 week 12;1027
6579;Total male and female;65 to 79 years;1984 week 13;935
6580;Total male and female;65 to 79 years;1984 week 14;925
6581;Total male and female;65 to 79 years;1984 week 15;911
6582;Total male and female;65 to 79 years;1984 week 16;885
6583;Total male and female;65 to 79 years;1984 week 17;913
6584;Total male and female;65 to 79 years;1984 week 18;916
6585;Total male and female;65 to 79 years;1984 week 19;827
6586;Total male and female;65 to 79 years;1984 week 20;899
6587;Total male and female;65 to 79 years;1984 week 21;848
6588;Total male and female;65 to 79 years;1984 week 22;835
6589;Total male and female;65 to 79 years;1984 week 23;791
6590;Total male and female;65 to 79 years;1984 week 24;896
6591;Total male and female;65 to 79 years;1984 week 25;849
6592;Total male and female;65 to 79 years;1984 week 26;841
6593;Total male and female;65 to 79 years;1984 week 27;815
6594;Total male and female;65 to 79 years;1984 week 28;849
6595;Total male and female;65 to 79 years;1984 week 29;798
6596;Total male and female;65 to 79 years;1984 week 30;777
6597;Total male and female;65 to 79 years;1984 week 31;817
6598;Total male and female;65 to 79 years;1984 week 32;747
6599;Total male and female;65 to 79 years;1984 week 33;851
6600;Total male and female;65 to 79 years;1984 week 34;853
6601;Total male and female;65 to 79 years;1984 week 35;792
6602;Total male and female;65 to 79 years;1984 week 36;831
6603;Total male and female;65 to 79 years;1984 week 37;831
6604;Total male and female;65 to 79 years;1984 week 38;816
6605;Total male and female;65 to 79 years;1984 week 39;874
6606;Total male and female;65 to 79 years;1984 week 40;889
6607;Total male and female;65 to 79 years;1984 week 41;900
6608;Total male and female;65 to 79 years;1984 week 42;895
6609;Total male and female;65 to 79 years;1984 week 43;883
6610;Total male and female;65 to 79 years;1984 week 44;881
6611;Total male and female;65 to 79 years;1984 week 45;899
6612;Total male and female;65 to 79 years;1984 week 46;873
6613;Total male and female;65 to 79 years;1984 week 47;948
6614;Total male and female;65 to 79 years;1984 week 48;908
6615;Total male and female;65 to 79 years;1984 week 49;881
6616;Total male and female;65 to 79 years;1984 week 50;952
6617;Total male and female;65 to 79 years;1984 week 51;968
6618;Total male and female;65 to 79 years;1984 week 52;930
6619;Total male and female;65 to 79 years;1984 week 53 (1 day);156
6620;Total male and female;65 to 79 years;1984;45845
6621;Total male and female;65 to 79 years;1985 week 1 (6 days);844
6622;Total male and female;65 to 79 years;1985 week 2;963
6623;Total male and female;65 to 79 years;1985 week 3;1026
6624;Total male and female;65 to 79 years;1985 week 4;986
6625;Total male and female;65 to 79 years;1985 week 5;910
6626;Total male and female;65 to 79 years;1985 week 6;885
6627;Total male and female;65 to 79 years;1985 week 7;961
6628;Total male and female;65 to 79 years;1985 week 8;944
6629;Total male and female;65 to 79 years;1985 week 9;1049
6630;Total male and female;65 to 79 years;1985 week 10;1011
6631;Total male and female;65 to 79 years;1985 week 11;953
6632;Total male and female;65 to 79 years;1985 week 12;970
6633;Total male and female;65 to 79 years;1985 week 13;925
6634;Total male and female;65 to 79 years;1985 week 14;908
6635;Total male and female;65 to 79 years;1985 week 15;798
6636;Total male and female;65 to 79 years;1985 week 16;816
6637;Total male and female;65 to 79 years;1985 week 17;892
6638;Total male and female;65 to 79 years;1985 week 18;825
6639;Total male and female;65 to 79 years;1985 week 19;829
6640;Total male and female;65 to 79 years;1985 week 20;847
6641;Total male and female;65 to 79 years;1985 week 21;855
6642;Total male and female;65 to 79 years;1985 week 22;847
6643;Total male and female;65 to 79 years;1985 week 23;834
6644;Total male and female;65 to 79 years;1985 week 24;822
6645;Total male and female;65 to 79 years;1985 week 25;889
6646;Total male and female;65 to 79 years;1985 week 26;814
6647;Total male and female;65 to 79 years;1985 week 27;840
6648;Total male and female;65 to 79 years;1985 week 28;824
6649;Total male and female;65 to 79 years;1985 week 29;780
6650;Total male and female;65 to 79 years;1985 week 30;795
6651;Total male and female;65 to 79 years;1985 week 31;834
6652;Total male and female;65 to 79 years;1985 week 32;819
6653;Total male and female;65 to 79 years;1985 week 33;827
6654;Total male and female;65 to 79 years;1985 week 34;791
6655;Total male and female;65 to 79 years;1985 week 35;826
6656;Total male and female;65 to 79 years;1985 week 36;803
6657;Total male and female;65 to 79 years;1985 week 37;868
6658;Total male and female;65 to 79 years;1985 week 38;868
6659;Total male and female;65 to 79 years;1985 week 39;792
6660;Total male and female;65 to 79 years;1985 week 40;842
6661;Total male and female;65 to 79 years;1985 week 41;856
6662;Total male and female;65 to 79 years;1985 week 42;834
6663;Total male and female;65 to 79 years;1985 week 43;924
6664;Total male and female;65 to 79 years;1985 week 44;961
6665;Total male and female;65 to 79 years;1985 week 45;967
6666;Total male and female;65 to 79 years;1985 week 46;975
6667;Total male and female;65 to 79 years;1985 week 47;998
6668;Total male and female;65 to 79 years;1985 week 48;1049
6669;Total male and female;65 to 79 years;1985 week 49;874
6670;Total male and female;65 to 79 years;1985 week 50;946
6671;Total male and female;65 to 79 years;1985 week 51;936
6672;Total male and female;65 to 79 years;1985 week 52;1046
6673;Total male and female;65 to 79 years;1985 week 53 (2 days);280
6674;Total male and female;65 to 79 years;1985;46558
6675;Total male and female;65 to 79 years;1986 week 1 (5 days);702
6676;Total male and female;65 to 79 years;1986 week 2;922
6677;Total male and female;65 to 79 years;1986 week 3;925
6678;Total male and female;65 to 79 years;1986 week 4;933
6679;Total male and female;65 to 79 years;1986 week 5;913
6680;Total male and female;65 to 79 years;1986 week 6;944
6681;Total male and female;65 to 79 years;1986 week 7;1070
6682;Total male and female;65 to 79 years;1986 week 8;1167
6683;Total male and female;65 to 79 years;1986 week 9;1193
6684;Total male and female;65 to 79 years;1986 week 10;1125
6685;Total male and female;65 to 79 years;1986 week 11;1018
6686;Total male and female;65 to 79 years;1986 week 12;978
6687;Total male and female;65 to 79 years;1986 week 13;954
6688;Total male and female;65 to 79 years;1986 week 14;872
6689;Total male and female;65 to 79 years;1986 week 15;894
6690;Total male and female;65 to 79 years;1986 week 16;884
6691;Total male and female;65 to 79 years;1986 week 17;871
6692;Total male and female;65 to 79 years;1986 week 18;912
6693;Total male and female;65 to 79 years;1986 week 19;843
6694;Total male and female;65 to 79 years;1986 week 20;820
6695;Total male and female;65 to 79 years;1986 week 21;899
6696;Total male and female;65 to 79 years;1986 week 22;848
6697;Total male and female;65 to 79 years;1986 week 23;862
6698;Total male and female;65 to 79 years;1986 week 24;912
6699;Total male and female;65 to 79 years;1986 week 25;883
6700;Total male and female;65 to 79 years;1986 week 26;836
6701;Total male and female;65 to 79 years;1986 week 27;905
6702;Total male and female;65 to 79 years;1986 week 28;787
6703;Total male and female;65 to 79 years;1986 week 29;788
6704;Total male and female;65 to 79 years;1986 week 30;810
6705;Total male and female;65 to 79 years;1986 week 31;807
6706;Total male and female;65 to 79 years;1986 week 32;816
6707;Total male and female;65 to 79 years;1986 week 33;774
6708;Total male and female;65 to 79 years;1986 week 34;803
6709;Total male and female;65 to 79 years;1986 week 35;838
6710;Total male and female;65 to 79 years;1986 week 36;767
6711;Total male and female;65 to 79 years;1986 week 37;899
6712;Total male and female;65 to 79 years;1986 week 38;843
6713;Total male and female;65 to 79 years;1986 week 39;828
6714;Total male and female;65 to 79 years;1986 week 40;865
6715;Total male and female;65 to 79 years;1986 week 41;819
6716;Total male and female;65 to 79 years;1986 week 42;827
6717;Total male and female;65 to 79 years;1986 week 43;912
6718;Total male and female;65 to 79 years;1986 week 44;869
6719;Total male and female;65 to 79 years;1986 week 45;932
6720;Total male and female;65 to 79 years;1986 week 46;872
6721;Total male and female;65 to 79 years;1986 week 47;882
6722;Total male and female;65 to 79 years;1986 week 48;927
6723;Total male and female;65 to 79 years;1986 week 49;900
6724;Total male and female;65 to 79 years;1986 week 50;952
6725;Total male and female;65 to 79 years;1986 week 51;945
6726;Total male and female;65 to 79 years;1986 week 52;924
6727;Total male and female;65 to 79 years;1986 week 53 (3 days);453
6728;Total male and female;65 to 79 years;1986;46924
6729;Total male and female;65 to 79 years;1987 week 1 (4 days);507
6730;Total male and female;65 to 79 years;1987 week 2;860
6731;Total male and female;65 to 79 years;1987 week 3;960
6732;Total male and female;65 to 79 years;1987 week 4;956
6733;Total male and female;65 to 79 years;1987 week 5 ;944
6734;Total male and female;65 to 79 years;1987 week 6;986
6735;Total male and female;65 to 79 years;1987 week 7;890
6736;Total male and female;65 to 79 years;1987 week 8;902
6737;Total male and female;65 to 79 years;1987 week 9;904
6738;Total male and female;65 to 79 years;1987 week 10;919
6739;Total male and female;65 to 79 years;1987 week 11;930
6740;Total male and female;65 to 79 years;1987 week 12;896
6741;Total male and female;65 to 79 years;1987 week 13;918
6742;Total male and female;65 to 79 years;1987 week 14;814
6743;Total male and female;65 to 79 years;1987 week 15;854
6744;Total male and female;65 to 79 years;1987 week 16;842
6745;Total male and female;65 to 79 years;1987 week 17;847
6746;Total male and female;65 to 79 years;1987 week 18;919
6747;Total male and female;65 to 79 years;1987 week 19;860
6748;Total male and female;65 to 79 years;1987 week 20;814
6749;Total male and female;65 to 79 years;1987 week 21;834
6750;Total male and female;65 to 79 years;1987 week 22;862
6751;Total male and female;65 to 79 years;1987 week 23;838
6752;Total male and female;65 to 79 years;1987 week 24;864
6753;Total male and female;65 to 79 years;1987 week 25;832
6754;Total male and female;65 to 79 years;1987 week 26;839
6755;Total male and female;65 to 79 years;1987 week 27;901
6756;Total male and female;65 to 79 years;1987 week 28;847
6757;Total male and female;65 to 79 years;1987 week 29;808
6758;Total male and female;65 to 79 years;1987 week 30;765
6759;Total male and female;65 to 79 years;1987 week 31;823
6760;Total male and female;65 to 79 years;1987 week 32;807
6761;Total male and female;65 to 79 years;1987 week 33;892
6762;Total male and female;65 to 79 years;1987 week 34;780
6763;Total male and female;65 to 79 years;1987 week 35;807
6764;Total male and female;65 to 79 years;1987 week 36;787
6765;Total male and female;65 to 79 years;1987 week 37;809
6766;Total male and female;65 to 79 years;1987 week 38;837
6767;Total male and female;65 to 79 years;1987 week 39;830
6768;Total male and female;65 to 79 years;1987 week 40;872
6769;Total male and female;65 to 79 years;1987 week 41;872
6770;Total male and female;65 to 79 years;1987 week 42;905
6771;Total male and female;65 to 79 years;1987 week 43;882
6772;Total male and female;65 to 79 years;1987 week 44;894
6773;Total male and female;65 to 79 years;1987 week 45;871
6774;Total male and female;65 to 79 years;1987 week 46;969
6775;Total male and female;65 to 79 years;1987 week 47;895
6776;Total male and female;65 to 79 years;1987 week 48;964
