ID;Consignment;Countries;CPA2008;Periods;ImportOfGoodsAccordingToOwnership_1
2968;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2015;843.0
2969;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2016;927.0
2970;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2017;1197.0
2971;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2018;1291.0
2972;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2019;1333.0
2973;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2020;1206.0
2974;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2021;1305.0
2975;"Imports of goods; ownership prin.; total";Bangladesh;C Manufacturing;2022;1827.0
2976;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2015;53.0
2977;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2016;55.0
2978;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2017;76.0
2979;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2018;55.0
2980;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2019;73.0
2981;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2020;59.0
2982;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2021;64.0
2983;"Imports of goods; ownership prin.; total";Bangladesh;10 Food products;2022;71.0
2984;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2015;
2985;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2016;
2986;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2017;
2987;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2018;
2988;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2019;
2989;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2020;
2990;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2021;
2991;"Imports of goods; ownership prin.; total";Bangladesh;101 Preserved meat and meat products;2022;
2992;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2015;53.0
2993;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2016;55.0
2994;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2017;74.0
2995;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2018;53.0
2996;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2019;71.0
2997;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2020;56.0
2998;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2021;61.0
2999;"Imports of goods; ownership prin.; total";Bangladesh;102 Processed and preserved fish..;2022;64.0
3000;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2015;
3001;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2016;
3002;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2017;
3003;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2018;
3004;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2019;
3005;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2020;
3006;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2021;
3007;"Imports of goods; ownership prin.; total";Bangladesh;103 Processed and preserved fruit..;2022;
3008;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2015;
3009;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2016;
3010;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2017;
3011;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2018;
3012;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2019;
3013;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2020;
3014;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2021;
3015;"Imports of goods; ownership prin.; total";Bangladesh;104 Vegetable and animal oils and fats;2022;
3016;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2015;
3017;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2016;
3018;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2017;
3019;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2018;
3020;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2019;
3021;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2020;
3022;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2021;
3023;"Imports of goods; ownership prin.; total";Bangladesh;105 Dairy products;2022;
3024;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2015;
3025;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2016;
3026;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2017;
3027;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2018;
3028;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2019;
3029;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2020;
3030;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2021;
3031;"Imports of goods; ownership prin.; total";Bangladesh;106 Grain mill products, starches..;2022;
3032;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2015;
3033;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2016;
3034;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2017;
3035;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2018;
3036;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2019;
3037;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2020;
3038;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2021;
3039;"Imports of goods; ownership prin.; total";Bangladesh;107 Bakery and farinaceous products;2022;
3040;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2015;
3041;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2016;
3042;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2017;
3043;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2018;
3044;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2019;
3045;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2020;
3046;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2021;2.0
3047;"Imports of goods; ownership prin.; total";Bangladesh;108 Other food products;2022;
3048;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2015;
3049;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2016;
3050;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2017;
3051;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2018;
3052;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2019;
3053;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2020;
3054;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2021;
3055;"Imports of goods; ownership prin.; total";Bangladesh;109 Prepared animal feeds;2022;
3056;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2015;
3057;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2016;
3058;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2017;
3059;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2018;
3060;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2019;
3061;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2020;
3062;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2021;
3063;"Imports of goods; ownership prin.; total";Bangladesh;11 Beverages;2022;
3064;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2015;
3065;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2016;
3066;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2017;
3067;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2018;
3068;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2019;
3069;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2020;
3070;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2021;
3071;"Imports of goods; ownership prin.; total";Bangladesh;110 Beverages;2022;
3072;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2015;
3073;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2016;
3074;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2017;
3075;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2018;
3076;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2019;
3077;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2020;
3078;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2021;
3079;"Imports of goods; ownership prin.; total";Bangladesh;12 Tobacco products;2022;
3080;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2015;
3081;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2016;
3082;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2017;
3083;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2018;
3084;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2019;
3085;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2020;
3086;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2021;
3087;"Imports of goods; ownership prin.; total";Bangladesh;120 Tobacco products;2022;
3088;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2015;37.0
3089;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2016;31.0
3090;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2017;43.0
3091;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2018;55.0
3092;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2019;46.0
3093;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2020;49.0
3094;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2021;65.0
3095;"Imports of goods; ownership prin.; total";Bangladesh;13 Textiles;2022;75.0
3096;"Imports of goods; ownership prin.; total";Bangladesh;14 Wearing apparel;2015;736.0
3097;"Imports of goods; ownership prin.; total";Bangladesh;14 Wearing apparel;2016;823.0
3098;"Imports of goods; ownership prin.; total";Bangladesh;14 Wearing apparel;2017;1044.0
3099;"Imports of goods; ownership prin.; total";Bangladesh;14 Wearing apparel;2018;1123.0
3100;"Imports of goods; ownership prin.; total";Bangladesh;14 Wearing apparel;2019;1160.0
3101;"Imports of goods; ownership prin.; total";Bangladesh;14 Wearing apparel;2020;1049.0
3102;"Imports of goods; ownership prin.; total";Bangladesh;14 Wearing apparel;2021;1121.0
