ID;BedrijfstakkenBranches;Seizoencorrectie;Perioden;ProductieBedrAfgelopen3Mnd_1;ProductieBedrKomende3Mnd_2;OmzetAfgelopen3Mnd_3;OmzetKomende3Mnd_4;BuitenlandseOmzetAfgelopen3Mnd_5;BuitenlandseOmzetKomende3Mnd_6;VerkoopprijzenTarievenKomende3Mnd_7;PersoneelssterkteAfgelopen3Mnd_8;PersoneelssterkteKomende3Mnd_9;EconomischKlimaatAfgelopen3Mnd_10;WinstgevendheidAfgelopen3Mnd_11
993;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;;;9.5;38.1;;;0.1;8.9;10.3;13.3;4.1
994;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;;;40.0;4.1;;;3.0;20.8;8.7;16.1;10.6
995;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;;;-12.9;35.9;;;4.6;7.7;16.2;6.6;-2.2
996;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;;;29.1;-1.7;;;-2.9;15.5;11.5;10.9;5.6
997;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;;;3.0;41.1;;;7.0;9.5;20.1;10.6;2.6
998;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;;;32.5;3.9;;;29.6;10.4;4.7;2.3;0.1
999;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;;;-7.7;37.9;;;4.5;7.7;17.8;-0.4;-2.7
1000;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;;;39.8;-3.1;;;0.1;10.8;10.1;6.9;8.2
1001;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;;;7.1;28.3;;;4.9;5.1;10.3;-2.1;-0.5
1002;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;;;34.8;-11.8;;;6.9;6.3;5.2;8.8;4.5
1003;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;;;0.7;-23.7;;;-2.3;-2.6;-10.1;-14.0;-18.8
1004;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;;;24.4;-3.2;;;-2.5;-5.9;-3.2;4.5;-3.8
1005;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;;;-1.9;18.5;;;0.3;-4.8;-0.8;9.9;8.8
1006;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;;;16.9;-35.9;;;0.9;6.8;1.5;-5.8;-6.8
1007;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;;;-14.9;25.7;;;5.6;-3.0;5.8;-16.6;-23.6
1008;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;;;29.7;-6.3;;;16.5;10.3;11.5;14.2;12.0
1009;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;;;-9.3;26.3;;;35.0;9.2;16.3;6.0;4.1
1010;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;;;25.4;-40.1;;;35.3;10.6;-3.2;5.5;-3.4
1011;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;;;-19.2;38.8;;;60.1;-1.2;17.2;-12.4;-12.7
1012;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;;;36.9;-20.6;;;51.6;-4.6;1.9;-14.1;-8.2
1013;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;;;-12.1;27.2;;;63.6;-2.1;4.4;-22.1;-32.3
1014;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;;;39.3;-31.6;;;51.6;-1.3;-5.5;-24.2;-20.4
1015;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2016 1e kwartaal;;;17.9;15.9;;;4.0;11.0;4.1;5.5;2.6
1016;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2016 2e kwartaal;;;13.8;8.9;;;3.9;5.7;3.1;13.4;6.2
1017;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2016 3e kwartaal;;;10.6;24.8;;;0.8;6.9;1.3;9.9;9.8
1018;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2016 4e kwartaal;;;18.0;10.1;;;1.3;9.9;4.4;8.9;6.1
1019;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2017 1e kwartaal;;;26.6;16.8;;;1.3;10.7;8.3;13.0;10.2
1020;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2017 2e kwartaal;;;22.8;12.8;;;1.5;8.3;9.5;18.9;9.8
1021;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2017 3e kwartaal;;;28.6;24.8;;;1.6;13.9;9.1;12.4;10.6
1022;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2017 4e kwartaal;;;29.4;13.3;;;-2.5;8.9;8.8;13.2;7.5
1023;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2018 1e kwartaal;;;15.8;30.3;;;3.8;20.4;13.3;11.5;4.4
1024;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2018 2e kwartaal;;;4.6;14.3;;;2.3;8.3;13.1;9.7;2.1
1025;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2018 3e kwartaal;;;15.8;18.5;;;1.2;15.4;11.4;12.5;4.0
1026;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2018 4e kwartaal;;;23.0;16.4;;;4.4;9.4;18.6;10.4;6.1
1027;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2019 1e kwartaal;;;8.3;30.0;;;30.4;9.9;9.3;-2.3;-6.1
1028;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2019 2e kwartaal;;;9.7;16.3;;;2.2;8.3;14.8;2.6;1.6
1029;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2019 3e kwartaal;;;26.6;17.1;;;4.2;10.7;10.1;8.5;6.7
1030;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2019 4e kwartaal;;;27.0;3.5;;;2.3;5.0;8.9;-2.2;2.9
1031;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2020 1e kwartaal;;;12.3;13.4;;;3.9;4.7;10.6;6.4;0.8
1032;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2020 2e kwartaal;;;20.0;-44.2;;;-3.7;-1.5;-13.8;-9.9;-14.2
1033;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2020 3e kwartaal;;;9.4;16.1;;;2.1;-6.1;-3.2;2.7;-7.2
1034;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2020 4e kwartaal;;;16.2;-5.4;;;0.0;-4.1;-2.6;10.0;11.4
1035;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2021 1e kwartaal;;;-5.5;-10.8;;;-2.2;5.2;7.0;-8.2;-10.5
1036;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2021 2e kwartaal;;;4.4;5.2;;;4.2;-1.9;2.1;-12.5;-19.0
1037;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2021 3e kwartaal;;;14.7;13.1;;;21.2;10.1;11.6;12.4;8.6
1038;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2021 4e kwartaal;;;8.8;2.4;;;34.8;9.9;14.5;6.2;6.7
1039;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2022 1e kwartaal;;;6.5;-15.4;;;35.0;9.4;0.2;5.7;-5.8
1040;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2022 2e kwartaal;;;-1.4;18.6;;;59.0;0.5;15.3;-7.5;-3.4
1041;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2022 3e kwartaal;;;21.2;-3.5;;;55.9;-4.6;2.2;-17.4;-12.0
1042;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2022 4e kwartaal;;;4.8;5.7;;;60.8;-2.7;2.7;-23.9;-35.2
1043;47 Detailhandel (niet in auto's);Seizoengecorrigeerde cijfers;2023 1e kwartaal;;;19.4;-5.9;;;52.4;-2.9;-0.7;-26.2;-25.4
1044;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;20.3;7.3;17.6;3.2;7.2;-0.3;19.3;-1.5;0.9;8.2;11.2
1045;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;8.2;19.7;5.0;21.0;1.1;5.5;5.7;0.5;10.9;5.7;2.6
1046;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;12.1;-1.8;13.5;2.8;1.4;0.0;4.0;5.6;3.8;5.1;2.6
1047;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;3.4;19.2;3.6;18.0;0.2;9.4;6.3;5.2;2.3;7.6;3.2
1048;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;23.7;9.0;24.1;5.1;8.5;3.9;19.7;3.3;6.6;13.4;13.1
1049;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;12.1;22.3;11.1;26.7;3.1;3.8;6.3;3.1;13.7;9.8;3.1
1050;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;15.3;7.7;20.3;8.8;4.6;3.0;6.6;10.6;12.8;12.2;9.4
1051;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;6.5;24.5;7.9;22.8;5.4;10.2;10.7;7.7;12.2;10.7;6.6
1052;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;28.6;11.6;26.6;6.1;10.6;6.7;26.7;13.2;12.8;16.9;19.5
1053;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;12.4;24.3;8.1;27.1;3.5;7.7;6.5;11.3;20.6;11.2;4.4
1054;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;20.2;10.0;22.3;9.9;7.0;4.7;7.2;16.5;16.3;12.5;10.0
1055;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;7.8;22.5;10.8;21.6;5.4;8.7;11.5;14.0;13.4;7.4;2.1
1056;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;23.0;8.8;20.7;3.8;6.8;2.3;32.4;11.4;11.2;7.1;9.0
1057;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;9.6;23.8;8.6;26.5;1.4;10.5;8.6;10.9;21.2;1.8;3.6
1058;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;20.7;7.5;24.5;7.9;8.7;4.6;6.2;13.4;12.8;4.3;10.6
1059;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;0.9;14.2;5.0;12.0;3.8;6.1;9.9;5.8;9.0;-1.3;0.3
1060;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;14.5;8.5;13.9;2.1;5.9;-0.4;31.5;6.4;10.2;2.2;6.5
1061;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-26.9;-56.2;-32.8;-64.7;-15.8;-28.9;-10.8;-9.2;-30.0;-39.0;-38.7
1062;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-28.3;4.4;-39.7;5.8;-14.5;-0.3;1.3;-22.8;-3.9;-49.7;-45.2
1063;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;1.3;5.3;4.2;-12.3;-0.5;1.7;2.6;-14.7;-13.7;-15.3;-14.3
1064;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;12.6;-0.1;-1.2;-12.3;3.4;-3.7;18.1;-12.9;-4.8;-20.2;-12.2
1065;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;3.9;15.1;-9.0;14.9;0.7;5.7;5.2;-4.4;13.8;-11.7;-12.0
1066;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;24.3;6.0;28.0;16.8;3.9;1.4;9.1;10.6;23.4;19.3;15.2
1067;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;11.1;26.5;19.0;26.0;1.6;10.8;20.9;10.9;23.7;20.4;14.4
1068;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;22.4;5.0;11.3;-2.1;4.3;7.1;36.4;8.7;16.4;-4.4;2.5
1069;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;9.2;20.3;16.0;30.0;1.6;7.1;24.2;13.1;26.6;4.2;1.0
1070;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;14.5;1.2;25.9;6.2;6.9;3.2;20.1;14.2;20.6;0.8;8.1
1071;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;0.9;13.2;5.9;11.1;4.1;4.2;31.6;10.8;13.0;-12.3;-8.8
1072;49-96 Totaal dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;18.8;2.9;19.9;-0.6;8.0;-0.2;51.6;10.1;19.4;-6.1;-3.5
1073;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2016 1e kwartaal;12.1;11.9;11.4;11.7;3.3;4.5;8.4;-0.7;3.6;8.6;5.6
1074;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2016 2e kwartaal;10.7;11.4;11.1;11.1;4.7;3.3;10.6;2.8;5.0;6.4;5.9
1075;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2016 3e kwartaal;11.2;10.4;8.5;11.3;1.3;2.2;8.7;3.3;3.7;4.9;3.1
1076;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2016 4e kwartaal;10.2;10.7;8.7;10.7;0.5;4.6;7.7;4.3;5.5;6.7;4.9
1077;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2017 1e kwartaal;15.4;13.6;18.0;13.7;4.6;6.6;8.7;4.1;9.3;12.1;7.6
1078;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2017 2e kwartaal;14.6;14.0;17.2;16.9;6.7;3.7;11.2;5.4;7.8;12.3;6.4
1079;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2017 3e kwartaal;14.3;19.9;15.3;17.3;4.5;5.2;11.3;8.4;12.8;12.0;9.9
1080;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2017 4e kwartaal;13.3;16.0;13.0;15.6;5.7;5.4;12.1;6.8;15.4;9.8;8.3
1081;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2018 1e kwartaal;20.3;16.3;20.4;14.7;6.7;11.5;15.7;14.0;15.5;17.3;14.0
1082;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2018 2e kwartaal;14.9;16.0;14.2;17.3;7.2;5.4;11.4;13.6;14.7;12.0;7.7
1083;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2018 3e kwartaal;19.2;22.1;17.3;18.4;7.0;6.9;11.9;14.3;16.2;12.3;10.5
1084;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2018 4e kwartaal;14.5;14.0;15.9;14.4;5.7;4.0;12.9;13.1;16.5;6.5;3.8
1085;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2019 1e kwartaal;14.8;13.5;14.6;12.3;2.9;5.0;21.4;12.2;13.9;5.8;3.5
1086;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2019 2e kwartaal;12.0;15.5;14.6;16.7;5.1;10.4;13.5;13.2;15.3;4.3;6.9
1087;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2019 3e kwartaal;19.7;19.7;19.5;16.4;8.7;6.8;10.9;11.2;12.8;4.1;11.2
1088;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2019 4e kwartaal;7.6;5.7;10.1;4.8;4.1;1.3;11.3;4.9;12.1;-2.3;2.0
1089;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2020 1e kwartaal;6.2;12.9;5.8;10.8;3.6;2.6;17.7;7.0;13.3;0.8;1.1
1090;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-23.3;-64.3;-24.3;-75.4;-12.1;-31.1;-5.5;-7.7;-35.8;-37.2;-35.1
1091;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-32.0;15.2;-45.7;13.7;-16.2;2.1;7.1;-24.3;-4.1;-50.2;-45.7
1092;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2020 4e kwartaal;9.6;-1.8;9.7;-18.1;-0.2;-1.4;5.3;-15.3;-10.8;-15.4;-12.1
1093;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2021 1e kwartaal;4.4;4.3;-9.4;-3.6;1.1;-0.7;4.3;-12.2;-1.7;-20.6;-17.6
1094;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2021 2e kwartaal;7.5;7.0;-0.5;4.1;4.4;3.5;10.5;-2.9;8.0;-10.8;-8.5
1095;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2021 3e kwartaal;20.6;16.8;22.1;24.7;2.2;3.8;14.9;9.1;23.2;18.9;14.8
1096;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2021 4e kwartaal;19.4;19.4;24.5;20.1;1.9;7.7;23.5;10.3;26.7;20.3;16.7
1097;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2022 1e kwartaal;18.4;11.3;13.7;9.5;0.4;11.3;22.7;9.2;19.2;-20.7;-15.6
1098;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2022 2e kwartaal;16.6;13.6;30.8;20.8;6.1;4.9;29.1;15.4;20.7;13.4;10.2
1099;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2022 3e kwartaal;4.8;10.2;10.2;10.6;6.5;5.4;26.4;13.2;20.3;15.2;19.4
1100;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2022 4e kwartaal;6.8;4.6;3.3;4.3;3.9;0.1;34.0;9.1;16.5;-14.7;-9.0
1101;49-96 Totaal dienstverlening;Seizoengecorrigeerde cijfers;2023 1e kwartaal;10.9;8.4;16.7;11.7;5.0;3.1;39.3;11.0;22.6;-6.6;-6.8
1102;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;13.3;-12.7;11.3;-12.8;9.1;-11.5;20.8;2.0;-8.2;1.0;9.7
1103;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;-6.5;16.1;-9.1;17.3;-2.1;4.6;3.7;-3.1;8.4;0.8;-4.2
1104;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;2.6;-5.5;6.3;-3.3;-4.8;-1.1;0.2;6.2;7.7;2.4;-2.4
1105;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;-1.1;18.2;-3.1;25.1;0.2;9.0;9.0;5.3;1.6;0.7;-7.6
1106;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;16.8;-13.6;23.3;-15.9;8.8;8.0;20.2;2.8;-2.6;6.9;10.1
1107;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;-3.5;14.5;-2.4;22.3;5.8;2.2;1.8;-6.7;4.0;0.6;-8.5
1108;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;8.5;4.7;8.7;6.0;3.0;8.1;9.2;1.7;4.8;6.7;2.7
1109;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;3.3;17.2;4.0;23.3;12.7;12.4;16.5;6.8;11.8;9.4;-5.3
1110;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;23.2;-2.4;15.9;-7.6;12.1;5.5;29.1;13.1;1.6;10.4;14.8
1111;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;-1.4;22.2;-3.2;26.4;6.4;12.0;4.3;12.2;21.2;10.7;-9.4
1112;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;14.1;3.7;11.2;-0.4;3.7;7.9;7.7;19.5;7.7;13.1;5.8
1113;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;0.8;13.9;8.0;20.9;4.6;11.9;12.0;12.8;14.6;5.7;-8.0
1114;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;10.8;-13.2;6.5;-18.7;3.4;-11.7;34.4;12.0;0.7;1.7;0.3
1115;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;-7.4;30.9;-5.0;31.4;-9.9;20.8;7.2;8.0;17.0;-1.6;-1.4
1116;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;21.2;2.5;22.9;3.8;11.7;8.6;1.0;9.2;4.2;4.7;18.3
1117;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;-6.4;4.3;-1.9;11.2;5.3;4.9;8.0;3.6;5.2;0.5;-7.6
1118;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;3.0;-14.5;0.9;-19.0;0.4;-13.9;31.9;13.4;2.6;4.5;3.5
1119;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-48.5;-61.1;-47.2;-62.6;-34.9;-45.1;-11.4;-13.1;-29.1;-33.2;-53.3
1120;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-35.8;11.1;-34.7;10.9;-17.0;8.1;-2.9;-17.3;-9.1;-41.3;-38.1
1121;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;2.8;5.4;2.8;-2.3;10.3;4.7;-0.3;-6.9;-10.2;-9.6;-16.7
1122;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;5.3;-17.9;11.3;-19.6;6.5;-15.2;14.3;-7.5;-11.6;-2.2;-1.3
1123;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;-6.4;13.9;-11.3;12.6;0.3;13.4;6.9;-6.8;10.3;-5.3;-7.2
1124;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;35.4;6.9;32.4;9.9;8.9;1.3;12.8;1.0;15.5;27.0;12.1
1125;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;13.8;24.9;19.9;31.2;0.5;16.0;31.8;2.6;22.0;14.0;0.5
1126;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;18.0;-3.5;20.6;-0.8;0.2;16.2;41.2;16.7;11.3;10.6;13.4
1127;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;-6.6;21.9;3.4;31.5;-9.7;10.0;26.0;12.3;21.2;-1.8;-2.4
1128;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;14.5;2.1;26.7;2.0;11.1;3.4;17.7;12.9;9.6;-1.5;7.8
1129;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;3.6;5.4;2.1;11.5;8.9;4.2;24.0;12.4;16.6;-7.1;-9.7
1130;H Vervoer en opslag;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;6.6;-13.5;12.7;-12.9;4.5;-8.3;60.0;6.9;17.2;-0.7;2.4
1131;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2016 1e kwartaal;5.1;1.9;1.3;6.4;5.7;1.2;6.3;0.4;-1.4;3.2;-1.4
1132;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2016 2e kwartaal;2.0;4.3;1.6;4.1;5.6;-2.7;12.3;2.1;3.4;-1.4;7.2
1133;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2016 3e kwartaal;-1.2;3.4;1.7;5.4;-3.5;-1.5;8.0;6.7;7.4;2.3;-4.6
1134;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2016 4e kwartaal;2.8;6.5;0.9;10.3;-5.4;4.1;7.0;1.1;0.3;0.9;-5.6
1135;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2017 1e kwartaal;7.8;1.0;13.2;3.3;5.4;12.8;5.7;1.2;4.1;4.9;-1.0
1136;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2017 2e kwartaal;5.1;2.6;8.3;9.1;13.6;2.8;10.4;-1.5;-1.1;2.6;3.0
1137;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2017 3e kwartaal;5.4;13.6;4.1;14.8;4.4;7.7;17.1;2.2;4.5;6.6;0.5
1138;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2017 4e kwartaal;6.9;5.4;8.0;8.6;7.1;7.5;14.6;2.7;10.5;9.5;-3.4
1139;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2018 1e kwartaal;13.8;12.2;5.8;11.6;8.6;18.1;14.6;11.6;8.3;12.5;3.6
1140;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2018 2e kwartaal;7.2;10.4;7.5;13.2;14.2;4.8;12.9;17.5;16.1;8.6;2.1
1141;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2018 3e kwartaal;11.6;12.7;6.6;8.4;5.0;7.5;15.6;20.0;7.4;12.9;3.5
1142;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2018 4e kwartaal;4.3;2.1;12.0;6.1;-1.0;7.0;10.1;8.7;13.2;5.9;-6.0
1143;H Vervoer en opslag;Seizoengecorrigeerde cijfers;2019 1e kwartaal;1.1;1.4;-3.6;0.5;0.0;-7.0;19.9;10.4;7.4;-0.3;-10.8
